"no stimulus","10 min","15 min","30 min","1h","no stimulus","10 min","15 min","30 min","1h",
1.0815,1.0933,3.8970,2.0007,3.3755,1190.0339,776.5970,438.1264,394.5831,938.2010,2.0000
0.7393,1.3304,1.4238,9.4012,1.2405,1150.0818,543.1690,735.2982,390.5430,628.4600,2.0000
0.7488,5.0968,0.8473,5.0199,1.2915,793.2063,659.8830,766.7212,1231.3327,657.6385,2.0000
0.4268,0.9987,1.7806,1.1128,1.0806,923.8362,727.2180,357.7733,661.6786,711.0576,2.0000
0.6570,1.9702,1.4003,1.4141,10.3741,1195.4207,565.1651,690.4082,222.6544,258.1175,2.0000
0.7524,0.9840,1.1982,3.2144,3.1263,1123.5967,665.7187,1027.0832,336.2261,739.7872,2.0000
0.7497,0.9885,1.2837,3.7576,6.2673,589.8546,568.3074,641.0292,642.3759,756.3965,2.0000
0.7584,5.4215,4.6641,1.3311,1.4998,552.1470,658.5363,624.4199,627.5622,704.7730,2.0000
0.8583,3.0007,1.4126,7.4552,1.5052,1289.6897,658.9852,1024.3898,644.1715,408.4990,2.0000
0.6797,1.9683,1.1518,4.3974,2.7087,883.8841,963.7883,603.7705,186.7424,387.4007,2.0000
0.5502,1.8031,1.1472,8.5421,0.8185,945.3834,461.4692,970.5218,497.3812,531.9465,2.0000
0.6866,1.0052,1.3419,2.8143,1.7373,1317.9704,959.2993,758.6410,343.4085,256.7708,2.0000
0.8679,2.0706,1.2310,2.1883,3.1580,1145.1439,844.3809,783.3305,288.1938,507.7059,2.0000
0.6220,0.9650,4.2308,4.0439,2.0816,909.9203,746.5207,628.0111,501.4213,188.5380,2.0000
0.6769,3.3078,1.5898,1.1779,1.0299,973.2152,775.6992,374.8315,527.9064,1277.5694,2.0000
1.4081,1.2676,2.2321,5.3977,1.2834,1119.1077,652.2517,720.4845,241.9571,687.2659,2.0000
0.6574,0.9325,8.3491,1.3472,0.8526,1379.9186,711.0576,1184.1982,587.1612,730.3603,2.0000
0.9518,1.6282,1.3264,1.7248,1.4085,978.6020,461.4692,824.1804,380.6672,517.1328,2.0000
0.8978,4.4117,0.8305,2.6697,2.1214,1175.2202,759.9877,803.0821,881.1907,454.7357,2.0000
0.8929,1.1627,1.4643,1.8622,0.8234,1158.1620,464.6115,1196.7674,554.8404,505.0125,2.0000
0.7524,0.7870,4.6524,2.1288,1.2097,1059.4040,685.4703,904.9824,462.8159,1188.2383,2.0000
0.7414,0.8869,3.7946,2.0266,5.8242,655.3940,1467.4541,668.8610,400.4188,1336.8242,2.0000
0.4648,0.8683,0.8484,8.8793,1.0549,321.8613,600.6282,1091.2759,712.4043,497.3812,2.0000
0.8477,3.8479,1.0773,1.8798,3.1326,981.2954,1002.8426,537.7822,372.5870,358.6711,2.0000
0.7274,2.9899,1.1831,13.0782,2.5920,1267.2447,967.8284,355.5288,830.9139,366.3024,2.0000
0.7903,0.8562,0.8683,2.3310,1.4193,1162.6510,698.9373,815.2024,394.1342,605.1172,2.0000
0.6970,0.8054,3.7381,8.3302,0.8608,951.6680,786.9217,1068.8309,697.1417,390.0941,2.0000
0.8476,1.0886,3.0130,2.5934,0.9180,1359.7181,563.3695,672.0033,385.1562,524.7641,2.0000
0.8142,3.8141,2.6347,4.9360,1.0099,1345.8022,708.8131,317.3723,626.6644,578.1832,2.0000
0.8246,3.4278,1.1342,5.1246,1.0529,1308.9924,426.4550,790.5129,704.7730,498.7279,2.0000
0.8432,0.9935,6.0092,2.6485,0.8223,852.0122,863.2347,304.3542,549.9025,574.1431,2.0000
0.6994,2.3637,1.1839,1.4130,1.1549,863.2347,422.8638,869.9682,630.2556,428.6995,2.0000
0.8481,0.8645,5.8788,2.9461,5.7861,958.4015,601.5260,693.5505,388.7474,676.4923,2.0000
0.7482,0.8938,5.2730,0.6328,1.1549,1115.5165,653.1495,463.7137,150.3815,685.4703,2.0000
0.6962,0.7448,2.4530,0.8832,1.3575,1225.9459,752.8053,313.3322,333.0838,377.5249,2.0000
0.6409,0.8505,4.7786,3.8661,5.1955,1010.0250,461.0203,1014.5140,694.8972,518.4795,2.0000
0.8635,1.8759,1.9062,4.2636,0.7999,545.8624,1171.1801,292.6828,555.7382,407.6012,2.0000
0.6453,3.4727,1.8319,1.1110,1.0932,944.4856,660.3319,915.3071,502.3191,542.7201,2.0000
0.8015,0.9640,1.6958,1.7960,3.1747,915.7560,797.6953,441.7176,673.7989,594.3436,2.0000
0.8847,0.9461,2.0712,1.7893,1.1309,1124.0456,667.5143,774.3525,579.0810,561.1250,2.0000
0.6149,0.8487,1.2285,1.3963,1.2173,1087.6847,736.6449,510.3993,598.3837,404.0100,2.0000
0.7981,1.0744,3.3234,7.7103,1.1672,509.9504,507.7059,751.0097,619.9309,469.9983,2.0000
0.7617,1.2364,1.3860,1.5626,1.1785,501.8702,316.9234,592.5480,800.3887,253.6285,2.0000
0.8012,1.7653,3.7376,1.5983,0.9854,782.8816,321.8613,455.1846,439.0242,354.1821,2.0000
0.8225,1.4219,0.8418,1.4464,5.9145,435.8819,631.6023,904.5335,617.2375,436.3308,2.0000
0.6111,1.3816,3.7873,1.4281,1.2724,928.3252,661.6786,690.8571,441.2687,551.2492,2.0000
0.5783,2.9021,1.6556,3.5004,1.1283,773.0058,1425.7064,615.4419,536.8844,606.4639,2.0000
1.0633,0.8794,4.1518,1.3655,5.5110,897.8000,813.8557,751.0097,258.1175,408.4990,2.0000
0.6331,2.4692,0.9752,5.1250,4.0879,426.9039,576.8365,211.8808,401.7655,583.5700,2.0000
0.7477,0.8632,0.9795,1.9106,0.9240,915.3071,686.3681,692.6527,495.5856,436.7797,2.0000
0.8249,1.1293,1.2191,2.8337,7.1577,221.3077,514.4394,562.9206,345.2041,270.6867,2.0000
0.8634,1.2812,8.5022,2.2298,4.5010,1008.2294,235.2236,813.8557,354.6310,244.2016,2.0000
0.7591,0.9567,1.1462,1.6948,1.6204,689.0615,442.1665,416.5792,289.5405,376.1782,2.0000
0.4876,5.7537,8.8170,4.7710,1.4846,285.5004,729.4625,547.2091,391.4408,620.8287,2.0000
0.8993,0.9601,1.0641,3.3185,1.2731,418.8237,676.0434,747.8674,408.0501,764.9256,2.0000
0.9493,1.3032,0.8567,1.6926,0.5718,802.6332,591.2013,673.3500,499.1768,587.1612,2.0000
1.0813,1.5894,4.8729,3.6995,3.4746,626.2155,694.4483,292.2339,272.0334,478.9763,2.0000
1.1879,0.8283,2.5691,8.0300,1.0269,429.5973,542.2712,672.4522,607.3617,701.1818,2.0000
0.8923,1.0714,3.9472,6.8884,6.6940,966.4817,839.4430,165.1952,459.6736,781.0860,2.0000
1.0076,2.1608,2.0516,11.3386,0.9992,639.6825,329.4926,343.8574,461.0203,299.4163,2.0000
1.1205,0.8081,1.6747,1.8815,2.1482,593.8947,656.2918,502.7680,343.8574,393.2364,2.0000
1.0670,1.1265,5.2029,7.4242,0.7406,716.4444,443.9621,593.8947,702.5285,633.3979,2.0000
5.7054,0.8367,2.7860,1.9326,2.5190,1297.3210,487.9543,316.0256,404.9078,341.1640,2.0000
0.9403,0.8529,1.5807,2.2078,2.9095,1056.2617,628.0111,456.0824,553.4937,658.9852,2.0000
0.8514,0.8558,1.3479,3.5992,4.6001,422.8638,702.9774,781.9838,254.0774,1098.9072,2.0000
0.8313,0.7042,4.1071,6.6192,4.0233,756.8454,801.7354,442.6154,169.6842,791.4107,2.0000
0.5941,3.9327,1.7698,5.5917,1.4369,203.3517,1022.1453,263.9532,311.9855,662.1275,2.0000
0.5927,0.8575,2.2728,1.6620,2.9666,766.2723,868.1726,197.9649,400.8677,713.7510,2.0000
1.1702,2.4632,2.3128,1.4342,6.4074,547.2091,494.2389,761.3344,418.3748,1263.6535,2.0000
0.7165,1.0521,1.9337,4.5655,1.1355,551.6981,789.6151,1070.6265,216.3698,250.0373,2.0000
0.7415,0.6541,1.5239,1.6161,0.8991,592.5480,862.3369,724.5246,456.5313,797.6953,2.0000
0.9797,1.0531,0.9056,1.4646,5.7922,578.6321,726.3202,469.1005,578.6321,812.0601,2.0000
1.1409,1.0165,8.4340,1.6382,1.1075,608.2595,607.8106,920.6939,455.1846,747.8674,2.0000
1.0215,3.7009,1.4183,4.6071,7.6839,351.4887,650.9050,481.6697,364.9557,233.4280,2.0000
1.1425,0.9028,1.3270,2.9767,3.0951,602.8727,949.8724,635.6424,427.3528,484.3631,2.0000
0.8907,0.8553,1.7508,6.5169,1.0316,391.4408,697.5906,540.4756,377.0760,558.4316,2.0000
0.6149,4.5578,2.4838,5.3236,0.7066,529.2531,874.9061,345.6530,327.2481,356.8755,2.0000
0.9051,4.6737,1.2355,7.1261,0.9949,1453.5382,251.8329,1345.3533,439.9220,782.8816,2.0000
0.8555,0.7243,3.4783,8.1974,0.9784,685.9192,561.5739,517.5817,1413.1372,388.7474,2.0000
1.1900,0.8416,5.4382,1.6937,1.0493,237.4681,612.7485,837.1985,412.5391,163.8485,2.0000
0.9183,0.8469,7.1952,7.8143,0.7783,878.9462,838.0963,619.0331,434.5352,353.2843,2.0000
0.8311,1.0425,4.8002,2.0334,1.0400,1196.7674,591.6502,464.1626,442.1665,584.4678,2.0000
0.7152,0.9769,4.4086,1.8389,1.2944,1117.3121,790.9618,645.0693,549.4536,523.4174,2.0000
0.7323,1.0758,8.7594,6.9699,1.1010,1025.7365,891.9643,830.0161,486.1587,671.5544,2.0000
0.5345,1.0043,1.4630,4.9986,0.9567,868.6215,264.4021,640.1314,378.4227,662.5764,2.0000
0.7273,0.9558,5.5347,1.8119,1.3936,1046.8348,880.7418,1106.0896,315.1278,513.0927,2.0000
0.8031,4.2802,3.3201,4.9088,1.3461,509.5015,758.6410,521.6218,369.4447,379.3205,2.0000
1.2224,0.6408,1.6821,3.0485,1.0217,340.2662,457.8780,773.0058,1353.4335,376.6271,2.0000
0.8465,0.8047,1.1806,1.8120,1.2659,1051.3238,942.2411,506.8081,314.2300,481.6697,2.0000
0.7570,0.8472,1.7374,3.3762,5.9064,821.0381,454.7357,505.0125,356.8755,343.4085,2.0000
0.8146,3.4471,5.9888,2.2162,1.0300,782.8816,370.7914,560.6761,485.7098,412.5391,2.0000
0.7630,0.8522,3.2175,2.4629,1.4696,781.9838,1108.3341,193.4759,404.4589,519.8262,2.0000
0.7731,1.1323,1.7013,1.4650,4.6081,865.0303,412.5391,598.8326,555.2893,428.6995,2.0000
0.7774,0.9641,1.2453,2.3253,1.3911,1181.9537,654.0473,678.7368,407.6012,228.9390,2.0000
0.6963,0.5680,3.6182,9.0424,1.8513,397.7254,901.3912,290.8872,488.4032,468.6516,2.0000
0.8383,0.9254,1.2623,1.7038,2.5640,917.5516,1005.0871,1248.3909,1107.8852,257.2197,2.0000
0.6336,0.8501,1.2473,1.6940,1.1324,361.8134,629.3578,520.7240,457.8780,329.0437,2.0000
0.6998,1.0206,1.2070,8.3142,1.4062,1246.5953,968.7262,817.8958,439.9220,263.0554,2.0000
0.6538,3.1286,4.3381,7.5738,0.9615,1191.3806,326.7992,1036.0612,507.2570,505.4614,2.0000
0.5694,4.5785,1.3497,1.7464,1.8715,1106.9874,667.9632,672.0033,365.4046,159.8084,2.0000
0.9511,3.7848,6.3136,1.6070,3.1870,486.1587,790.0640,842.1364,485.7098,667.5143,2.0000
0.6195,0.9344,1.1999,1.2578,1.2121,930.1208,617.2375,645.9671,451.1445,539.5778,2.0000
0.7655,4.7349,6.8729,2.7998,1.1638,1255.5733,258.1175,496.4834,398.6232,496.9323,2.0000
0.8244,0.6579,1.2449,1.2595,1.0049,475.3851,929.2230,898.2489,345.2041,291.3361,2.0000
0.6303,3.4895,1.5936,3.1703,1.4655,1034.7145,950.7702,436.3308,676.0434,374.8315,2.0000
0.6189,0.8835,2.4566,1.6828,1.0664,653.1495,686.8170,413.8858,608.7084,573.6942,2.0000
0.7814,0.9016,2.5805,4.3687,0.9760,263.9532,446.6555,539.1289,525.6619,247.7928,2.0000
0.6685,1.1072,1.2550,2.9942,7.6051,948.9746,667.9632,892.8621,300.3141,422.8638,2.0000
0.9464,1.1563,1.1408,7.1969,1.1731,1040.1013,327.6970,746.5207,1218.3146,509.5015,2.0000
0.9892,1.1420,1.8233,1.8890,1.3536,992.5179,663.4742,922.9384,673.3500,462.8159,2.0000
0.6213,3.5528,1.2066,1.6694,2.1140,193.4759,178.6622,653.1495,572.7964,418.3748,2.0000
0.9365,3.4548,4.2926,7.1050,1.0173,1288.3430,1146.0417,663.0253,268.4422,469.1005,2.0000
0.7005,0.8278,1.1671,3.0875,7.9332,263.0554,738.4405,1029.7766,323.6569,664.3720,2.0000
0.8323,0.7991,2.7541,2.0261,3.0054,332.6349,736.6449,444.4110,387.4007,477.1807,2.0000
0.8304,0.8899,1.4200,2.3265,0.9799,513.9905,587.6101,608.2595,251.3840,443.0643,2.0000
0.6447,0.9494,2.3806,1.4849,1.8603,727.2180,793.2063,309.7410,505.9103,540.0267,2.0000
0.8560,0.8180,1.2379,1.6419,1.0862,311.0877,499.1768,715.0977,467.3049,493.7900,2.0000
1.2248,3.2751,0.6541,1.3040,1.5456,729.4625,413.4369,478.0785,560.2272,473.5895,2.0000
0.8491,1.7603,0.9369,1.4493,1.2610,688.6126,378.8716,788.2684,509.5015,389.1963,2.0000
0.8960,0.8840,1.0667,1.4280,1.5167,777.4948,827.7716,554.3915,688.1637,945.8323,2.0000
0.6531,2.4886,3.8138,1.7627,1.1478,515.7861,303.0075,912.6137,386.9518,335.7772,2.0000
1.7864,0.8943,2.5844,1.6481,1.1150,364.5068,631.1534,289.5405,602.4238,382.9117,2.0000
1.0829,0.7358,1.1662,4.4681,1.3401,775.6992,498.7279,844.8298,680.0835,481.2208,2.0000
1.1077,3.7624,3.3023,1.3499,1.2254,874.4572,390.9919,830.9139,720.9334,447.5533,2.0000
1.1281,0.9932,1.1156,8.2338,1.5704,1105.1918,771.6591,804.4288,558.4316,532.8443,2.0000
1.2341,3.8472,1.1540,1.6054,7.2686,773.0058,488.8521,1053.5683,553.4937,458.7758,2.0000
0.8212,1.0062,1.1729,2.2879,3.3782,718.2400,1482.7167,951.2191,365.8535,446.6555,2.0000
0.9302,0.8722,1.0864,1.5817,6.4608,740.6850,571.8986,611.8507,597.9348,235.2236,2.0000
0.6265,1.0138,4.5804,10.3975,1.2651,878.0484,740.2361,836.7496,781.9838,675.1456,2.0000
0.7935,0.8809,2.1061,3.5196,1.3149,825.9760,435.8819,314.2300,288.1938,489.3010,2.0000
0.7393,1.1960,1.3558,5.7353,1.4524,899.1467,808.4689,810.7134,1388.4477,536.8844,2.0000
0.9458,0.9729,1.7639,9.3119,6.7125,879.3951,830.9139,924.7340,699.8351,217.2676,2.0000
0.6759,1.1055,1.0592,2.0304,1.0786,277.8691,684.1236,594.3436,736.1960,566.5118,2.0000
1.1730,0.7028,5.7594,1.3411,5.8664,457.8780,341.1640,1200.3586,364.9557,508.1548,2.0000
0.9366,0.9250,1.8380,6.6291,8.3136,457.8780,860.9902,598.3837,870.8660,1002.3937,2.0000
1.2057,1.1840,1.3481,5.3756,1.6858,474.0384,487.5054,844.3809,495.1367,894.2088,2.0000
0.6963,1.2404,3.4073,7.4002,1.3706,945.8323,434.9841,185.8446,623.5221,443.5132,2.0000
0.9813,5.3940,7.3635,2.2632,2.2322,1351.1890,911.2670,799.9398,565.1651,167.4397,2.0000
0.6783,1.2591,5.2969,3.5390,1.0526,896.9022,516.2350,239.2637,510.3993,386.9518,2.0000
1.2177,1.0877,3.8611,1.9223,1.4532,451.1445,832.7095,736.6449,515.7861,439.9220,2.0000
0.9674,0.8645,1.0653,4.7163,4.7218,821.9359,712.8532,426.9039,500.5235,444.8599,2.0000
0.6352,0.9467,1.3458,1.5285,1.2829,972.7663,577.2854,295.3762,774.8014,769.4146,2.0000
0.7808,0.8853,2.2536,5.3052,4.3438,723.1779,809.3667,428.6995,584.4678,300.7630,2.0000
0.8969,0.8311,1.0535,1.8280,1.3456,1017.2074,560.2272,607.3617,635.6424,397.2765,2.0000
0.8382,0.6604,1.2745,9.6005,2.3187,925.6318,491.0966,720.9334,540.4756,392.7875,2.0000
0.7837,1.2062,3.8888,1.4586,10.4612,964.6861,783.7794,567.4096,608.2595,513.0927,2.0000
0.9312,0.7422,1.5747,2.3175,6.7844,1017.2074,1451.2937,489.3010,500.5235,475.8340,2.0000
0.5904,3.8015,4.6521,2.6566,8.5605,705.2219,765.8234,249.5884,493.3411,244.6505,2.0000
0.6394,0.9240,1.6080,8.4084,1.2270,955.7081,697.5906,528.3553,587.1612,484.3631,2.0000
0.8980,0.9238,1.1782,1.3064,9.7511,1115.0676,717.7911,631.1534,482.1186,695.7950,2.0000
0.7499,0.8780,1.1849,1.9127,3.1495,975.9086,696.6928,427.8017,557.0849,610.0551,2.0000
0.9604,0.8504,3.8738,2.1800,1.1355,993.4157,569.6541,582.2233,387.8496,453.3890,2.0000
0.6930,3.8993,1.4923,4.6429,1.2035,275.6246,861.8880,448.4511,717.7911,521.6218,2.0000
0.7342,0.8814,1.2722,7.4191,1.5342,1025.7365,598.3837,752.3564,178.2133,620.3798,2.0000
0.7747,4.0234,1.3282,4.6025,1.9443,1295.5254,656.2918,505.9103,464.6115,326.3503,2.0000
0.8234,1.4909,1.4529,1.8849,1.3758,861.8880,771.6591,662.1275,505.4614,481.6697,2.0000
1.0081,0.8410,1.9000,2.9480,4.3529,715.9955,898.6978,525.6619,257.2197,454.2868,2.0000
0.8845,0.8985,2.1819,1.7020,6.9255,945.3834,272.0334,321.4124,538.2311,267.9933,2.0000
0.6549,0.8822,1.1757,7.9933,3.4947,1456.2316,768.0679,1166.6911,531.0487,247.3439,2.0000
0.6735,3.4642,1.2986,5.0182,1.2978,802.1843,408.9479,590.3035,235.6725,438.5753,2.0000
0.6018,1.0376,0.9801,11.8433,1.2140,379.7694,332.1860,483.4653,820.1403,539.5778,2.0000
0.8080,0.9422,1.5031,1.5585,2.5625,1191.3806,502.7680,381.5650,482.1186,395.4809,2.0000
0.8656,0.9135,3.7803,5.3095,0.9920,1058.5062,599.7304,668.8610,259.9131,744.7251,2.0000
1.2970,0.8713,1.6498,1.8968,1.1614,744.7251,569.6541,610.0551,419.2726,691.7549,2.0000
0.6702,0.7591,1.3402,6.3391,2.0964,803.0821,891.5154,710.6087,412.9880,741.1339,2.0000
0.8188,0.9870,1.3376,1.1407,0.9412,1155.4686,849.7677,571.4497,368.9958,639.6825,2.0000
0.8221,0.9148,3.6836,1.6976,1.7837,1127.6368,716.8933,1115.0676,481.2208,315.1278,2.0000
0.6790,4.4236,1.8744,3.9074,0.5948,1120.4544,707.9153,554.3915,808.9178,546.3113,2.0000
0.8383,1.0494,3.1140,1.8482,1.4031,880.2929,1043.2436,618.1353,507.7059,535.0888,2.0000
0.7295,3.3701,2.7735,1.7564,2.1769,1052.2216,218.6143,197.9649,538.2311,212.7786,2.0000
1.0123,0.7104,1.4027,1.7434,0.7122,468.2027,1017.2074,456.9802,879.8440,801.7354,2.0000
0.9070,0.9067,4.1281,7.4475,1.0647,481.2208,343.8574,437.6775,758.6410,510.8482,2.0000
1.0565,0.6602,6.2684,2.5356,2.7070,983.9888,970.5218,262.1576,487.5054,533.7421,2.0000
0.7600,2.6450,1.6667,4.0001,1.3604,675.1456,862.7858,453.3890,457.8780,254.9752,2.0000
0.5876,1.2907,1.0926,3.7814,0.4957,720.9334,1245.2486,529.2531,642.3759,183.1512,2.0000
0.9128,0.7916,6.0373,4.9984,0.6212,703.4263,1030.6744,345.6530,292.6828,165.6441,2.0000
0.6184,0.8748,1.9158,2.0239,0.7453,1025.7365,403.5611,1089.0314,449.7978,213.2275,2.0000
0.5811,1.0659,2.3028,10.2901,0.8448,887.9242,1047.7326,459.6736,478.5274,208.7385,2.0000
0.6870,3.6622,8.5183,1.7976,4.7963,666.6165,548.5558,796.7975,459.2247,715.9955,2.0000
0.5988,1.1488,3.6693,4.6297,1.4794,502.3191,695.7950,670.2077,295.3762,441.2687,2.0000
0.9585,0.7641,1.8222,0.7233,1.7729,768.9657,845.2787,695.3461,291.7850,315.5767,2.0000
1.0085,2.3605,1.8818,0.7328,1.8431,769.4146,1045.9370,652.7006,323.2080,295.8251,2.0000
0.8279,0.6890,6.7735,0.7062,1.1511,824.6293,1253.3288,492.8922,196.1693,431.8418,2.0000
0.9747,1.7811,8.2970,1.9979,1.5363,727.2180,463.2648,563.8184,527.0086,470.8961,2.0000
0.8630,0.8972,8.1037,0.8820,6.5856,898.2489,1084.5424,616.3397,334.4305,307.4965,2.0000
0.8827,3.2710,1.6656,8.4529,0.8337,726.3202,614.0952,447.1044,724.5246,640.5803,2.0000
0.8063,0.6896,3.8464,2.2960,0.9791,661.2297,473.5895,243.3038,572.7964,561.5739,2.0000
0.5903,0.9939,1.4047,1.7524,1.2837,706.5686,1072.4221,718.6889,195.7204,606.4639,2.0000
0.6538,1.0101,1.9362,1.8361,4.4898,527.9064,1220.1102,544.5157,420.1704,303.4564,2.0000
0.8957,0.8189,2.7469,2.6555,1.2417,273.3801,1113.2720,273.3801,394.1342,595.2414,2.0000
1.0517,0.8482,2.1778,2.1172,7.4608,716.4444,757.2943,486.6076,237.9170,554.3915,2.0000
0.7951,2.9892,2.0156,0.4385,1.1555,1100.2539,828.2205,500.0746,333.0838,461.0203,2.0000
0.7352,2.4139,11.0869,0.5221,1.3053,968.7262,978.6020,461.9181,341.1640,512.1949,2.0000
1.0133,1.1833,2.9100,0.4575,2.5215,679.1857,498.7279,297.1718,153.5238,618.1353,2.0000
0.8972,2.3184,1.4069,0.8685,2.2373,740.6850,286.3982,578.6321,208.2896,191.6803,2.0000
0.8280,1.0483,2.2859,0.6917,0.9245,338.9195,775.6992,213.2275,171.9287,424.2105,2.0000
1.1682,4.0100,7.3466,5.0780,0.9871,231.6324,371.6892,1096.2138,812.0601,460.5714,2.0000
0.9942,0.9286,1.4871,0.5074,4.4135,353.7332,448.0022,408.4990,197.9649,554.8404,2.0000
0.8206,1.1742,1.8953,0.5627,3.6721,1068.3820,902.7379,434.5352,313.3322,499.1768,2.0000
1.0481,0.8301,8.5255,6.1739,3.9442,1057.1595,899.1467,775.2503,191.6803,272.4823,2.0000
0.7340,1.1588,2.5414,4.0827,2.7318,1088.1336,677.8390,443.9621,607.8106,450.6956,2.0000
0.9109,1.7654,1.2246,0.9252,2.9519,1204.3987,400.8677,581.3255,420.6193,236.5703,2.0000
0.8155,3.0600,3.1012,2.8688,1.5214,597.9348,473.5895,168.3375,491.5455,499.1768,2.0000
0.8091,1.6618,2.0134,2.8831,1.6642,1139.7571,858.7457,530.1509,408.4990,286.3982,2.0000
0.8020,0.6599,1.5953,2.1695,1.9706,985.7844,834.9540,307.9454,518.9284,411.1924,2.0000
0.7327,1.3293,4.9273,7.2345,5.2334,943.5878,661.2297,406.7034,584.0189,379.7694,2.0000
0.7936,0.9425,4.6580,3.5444,1.5124,192.1292,1001.0470,174.1732,600.6282,551.6981,2.0000
1.1069,2.9692,10.3873,0.4672,3.6885,337.5728,606.0150,456.0824,191.2314,908.5736,2.0000
0.6759,0.9466,1.8145,2.0509,3.5088,1051.3238,364.9557,319.6168,197.9649,906.7780,2.0000
0.8990,1.2873,1.1225,1.9482,2.6321,717.7911,662.1275,751.9075,514.4394,482.5675,2.0000
0.8662,2.9410,3.9027,2.2905,8.9997,867.7237,414.3347,499.6257,542.2712,611.4018,2.0000
1.2859,1.2030,1.1765,1.6267,1.2434,864.5814,356.8755,635.6424,464.1626,695.7950,2.0000
1.3715,2.2590,5.4544,1.4309,4.9294,562.0228,406.2545,545.8624,695.7950,248.2417,2.0000
0.9939,3.5789,5.2730,0.4187,1.5806,1035.6123,289.5405,446.2066,535.9866,637.4380,2.0000
1.1508,1.4935,1.2976,0.6227,4.7232,689.0615,915.3071,511.2971,202.0050,860.5413,2.0000
1.0075,0.9765,1.7557,1.8958,0.4733,391.8897,945.3834,415.2325,632.9490,170.1331,2.0000
0.7990,1.3181,1.3688,2.2443,0.4692,250.0373,702.5285,471.7939,327.6970,296.2740,2.0000
1.0047,1.1452,0.9650,2.9445,10.6983,1071.9732,717.3422,568.7563,494.2389,621.2776,2.0000
1.5427,2.2416,1.4958,3.3455,0.3443,201.1072,837.1985,654.9451,770.7613,161.1551,2.0000
0.4893,2.5758,6.0542,4.5050,1.1104,151.2793,774.3525,826.4249,348.7953,341.6129,2.0000
1.7396,0.7745,3.5248,3.0874,0.4717,198.8627,862.7858,513.5416,616.3397,201.5561,2.0000
0.7692,0.8667,1.8284,1.3006,0.3743,911.2670,1109.2319,585.3656,469.5494,285.9493,2.0000
0.9932,1.1110,1.1746,0.6092,1.0918,154.4216,729.9114,831.3628,279.2158,338.0217,2.0000
1.0273,2.9214,1.3445,1.5622,0.4668,623.5221,232.9791,616.7886,683.6747,281.0114,2.0000
1.1583,0.7085,1.3670,1.8689,1.4067,680.9813,931.4675,684.1236,499.6257,185.8446,2.0000
1.3191,0.8632,1.3415,2.5152,0.4755,847.9721,1037.8568,505.9103,568.7563,175.0710,2.0000
1.1599,1.3595,0.9465,1.5500,1.1601,531.0487,784.6772,726.7691,681.4302,549.0047,2.0000
0.6023,4.3783,1.3526,1.8426,0.9457,311.5366,502.3191,412.9880,530.1509,727.6669,2.0000
0.8926,3.6622,2.0919,1.2698,2.5374,158.9106,643.2737,826.8738,503.6658,467.7538,2.0000
0.7701,1.6235,5.7357,4.2632,5.5112,921.5917,887.9242,468.2027,623.0732,648.6605,2.0000
1.5939,5.0618,1.7316,2.6336,2.7955,298.5185,776.1481,873.5594,586.2634,823.2826,2.0000
1.1361,1.0514,4.1163,1.5744,1.1987,851.5633,1170.7312,202.9028,413.4369,207.8407,2.0000
1.3571,1.5634,1.8650,1.4268,1.6514,801.7354,722.2801,607.3617,589.8546,463.7137,2.0000
1.2374,0.7977,6.3078,1.7997,1.1524,785.1261,748.3163,531.4976,536.8844,488.4032,2.0000
1.1389,1.1151,1.0424,1.4280,1.2043,694.4483,202.0050,316.4745,672.4522,603.3216,2.0000
1.0955,0.9247,1.0791,1.2776,1.0254,730.3603,522.9685,691.3060,583.1211,682.7769,2.0000
1.0068,1.7455,1.3264,2.9693,1.7551,487.5054,717.7911,720.0356,342.9596,565.6140,2.0000
0.9665,0.4055,1.0304,2.0011,1.1741,674.2478,835.8518,994.7624,390.5430,411.6413,2.0000
0.9850,0.3236,1.2974,0.5265,6.3599,577.2854,186.7424,940.8944,220.8588,1019.9008,2.0000
0.6082,1.5893,1.1617,0.4575,2.9852,452.9401,678.7368,1004.6382,219.5121,347.8975,2.0000
0.4940,0.9342,0.9351,1.2650,1.1561,413.4369,994.7624,699.3862,630.7045,440.8198,2.0000
0.4426,1.1958,1.2915,1.5801,3.3010,241.5082,650.0072,706.1197,443.9621,406.2545,2.0000
1.2626,0.8289,3.3786,5.8700,1.4443,501.8702,838.0963,808.0200,285.9493,506.8081,2.0000
1.5357,0.8818,1.3748,1.1466,5.9408,428.2506,763.1300,1066.1375,614.0952,453.3890,2.0000
1.2927,0.8727,6.2697,2.2876,3.3207,762.2322,1161.3043,1052.6705,434.5352,203.8006,2.0000
0.7439,0.7338,1.2150,1.8072,1.5348,537.3333,800.8376,199.7605,566.5118,475.8340,2.0000
1.0736,0.7886,3.2070,1.5555,3.0686,435.8819,1117.3121,437.2286,446.2066,310.6388,2.0000
1.1020,0.6222,1.2176,2.3736,9.0700,860.5413,1245.2486,735.7471,547.2091,562.0228,2.0000
1.0284,1.2851,4.6125,1.3526,1.7146,685.9192,181.3556,685.4703,654.4962,738.4405,2.0000
1.0332,1.0540,3.8251,1.6200,7.3074,983.9888,413.4369,720.4845,618.5842,191.2314,2.0000
1.0252,4.2699,2.1894,2.1956,1.3567,634.2957,803.0821,452.0423,306.5987,700.2840,2.0000
