"no stimulus","10 min","15 min","30 min","1h","no stimulus","10 min","15 min","30 min","1h",
0.9618,1.0799,1.2955,2.1708,1.1672,812.9579,323.2080,918.8983,151.2793,1116.4143,4.0000
0.9550,1.1306,1.5674,1.0815,0.8114,870.4171,718.6889,774.8014,674.6967,292.6828,4.0000
1.0537,1.5881,2.1601,2.9012,0.9509,454.7357,526.5597,546.7602,651.8028,186.7424,4.0000
1.3624,0.8925,1.0705,1.0281,0.9302,515.7861,234.3258,657.1896,342.5107,667.5143,4.0000
1.0172,1.8209,1.9088,1.2085,0.6369,1023.0431,1126.2901,494.6878,297.6207,183.6001,4.0000
0.9056,1.7457,1.6157,5.3199,0.6610,669.7588,1033.8167,659.8830,594.7925,251.3840,4.0000
0.7036,1.0226,0.9461,1.3602,0.7207,250.9351,619.9309,210.5341,626.6644,304.8031,4.0000
0.8310,1.4620,2.3145,1.2110,0.7696,596.5881,307.4965,965.1350,389.6452,456.0824,4.0000
0.6968,1.2683,2.8274,0.8202,0.6364,210.9830,743.8273,239.7126,330.3904,327.2481,4.0000
1.0870,0.9596,1.9872,0.8524,0.7373,941.7922,458.7758,1094.4182,679.6346,253.1796,4.0000
1.2680,0.8622,1.9573,0.8824,0.6758,1272.6315,379.7694,671.5544,241.9571,203.3517,4.0000
0.8057,1.0204,2.7614,1.0165,0.8322,711.0576,741.1339,502.3191,663.9231,367.2002,4.0000
0.8196,1.0538,1.1556,0.8509,1.0237,1389.7944,284.6026,745.1740,1115.5165,922.9384,4.0000
0.9660,1.4200,0.9506,0.8924,1.0117,562.9206,555.7382,734.4004,992.9668,768.0679,4.0000
1.2475,1.1391,4.5600,0.8061,2.4093,1174.7713,683.2258,403.1122,580.8766,313.3322,4.0000
0.7128,0.9331,1.6851,0.7090,7.5699,998.8025,331.7371,512.1949,164.2974,936.8543,4.0000
1.0956,1.2462,1.1044,6.0940,0.8822,472.2428,675.1456,1233.1283,1379.0208,421.0682,4.0000
1.1814,1.2722,0.9513,1.2540,0.5825,857.3990,501.4213,880.7418,699.3862,673.7989,4.0000
1.6513,1.1201,2.2919,1.3634,0.5578,765.3745,857.8479,555.7382,453.3890,763.5789,4.0000
0.7525,1.1241,1.3404,1.0754,0.5750,272.0334,684.1236,747.4185,686.8170,634.2957,4.0000
0.7813,1.2933,2.0518,4.2603,0.5139,425.5572,186.7424,381.5650,166.9908,697.5906,4.0000
1.1611,1.1319,1.4139,1.8294,1.0260,746.5207,273.8290,1256.9200,1136.1659,887.0264,4.0000
1.0253,1.0155,1.9351,1.0194,0.9549,664.8209,219.5121,347.8975,524.7641,905.8802,4.0000
0.9785,1.4332,1.7167,6.2646,0.9069,433.6374,767.1701,1101.6006,978.1531,1330.0907,4.0000
0.9545,1.0968,1.6236,5.9413,0.8961,890.1687,645.9671,200.2094,548.1069,1346.2511,4.0000
0.6660,1.2389,1.7026,0.9807,0.7593,533.2932,960.1971,1194.9718,838.0963,658.0874,4.0000
1.0961,1.1134,7.1998,1.3571,0.4946,916.6538,247.3439,746.5207,189.8847,262.1576,4.0000
0.7000,0.9581,3.1531,3.5028,0.8036,193.9248,171.9287,1087.2358,633.8468,470.4472,4.0000
0.8070,0.8326,1.9889,0.8876,0.5754,1303.6056,441.7176,897.3511,552.5959,213.2275,4.0000
1.0991,1.4609,2.1665,0.8259,0.7770,397.2765,1049.5282,920.2450,782.4327,372.1381,4.0000
0.9662,1.7032,1.9767,0.5981,0.6107,858.7457,311.5366,567.8585,227.5923,159.3595,4.0000
1.1972,1.6230,2.5225,1.2268,1.1344,959.2993,587.6101,410.2946,437.2286,472.2428,4.0000
1.2135,1.2192,6.6558,1.3736,5.1598,476.7318,1439.1734,848.8699,703.8752,975.4597,4.0000
0.6689,1.1812,2.3515,3.2117,6.0687,414.3347,320.5146,420.1704,752.8053,1120.4544,4.0000
0.7247,4.8296,2.9843,0.8895,1.5094,285.9493,238.8148,587.6101,276.5224,505.4614,4.0000
0.7236,1.4184,4.8544,0.8361,1.8820,1434.2355,588.5079,181.8045,746.9696,591.6502,4.0000
0.7859,1.4157,1.5269,4.4324,8.7152,467.7538,774.8014,715.0977,255.8730,1163.9977,4.0000
0.9219,0.8732,3.9486,0.8205,1.2889,893.3110,794.5530,476.2829,670.6566,478.5274,4.0000
1.0199,0.8149,1.5655,2.3809,1.0308,821.0381,1216.5190,573.2453,281.4603,327.2481,4.0000
0.8264,0.7626,1.6030,1.0508,1.3608,432.7396,181.3556,443.5132,667.9632,350.1420,4.0000
1.5889,1.3773,3.2619,1.0850,1.3943,1049.9771,474.9362,211.8808,592.9969,198.4138,4.0000
0.9242,0.9632,11.6764,2.2312,1.6357,215.4720,630.7045,1219.6613,488.4032,673.3500,4.0000
1.0623,1.1386,1.1530,1.4596,1.5696,1276.2227,1066.5864,252.7307,289.9894,644.1715,4.0000
1.0449,1.0868,1.6481,1.1928,1.5666,623.9710,685.0214,217.7165,288.1938,228.0412,4.0000
1.3295,1.2592,1.5142,2.4345,1.2539,763.5789,277.4202,648.6605,628.4600,525.2130,4.0000
0.9056,1.0700,1.5425,1.3434,1.8859,339.3684,307.0476,376.6271,693.9994,466.8560,4.0000
0.9281,1.0676,0.9948,1.4980,6.1772,446.6555,460.5714,216.3698,808.0200,155.3194,4.0000
1.2067,1.4736,1.2196,1.3288,7.0732,651.8028,673.7989,1106.0896,569.6541,538.2311,4.0000
1.2784,1.4330,1.0677,1.3267,1.4692,739.3383,639.2336,1048.6304,547.6580,540.0267,4.0000
0.9784,1.7012,1.5875,2.1727,0.9085,626.2155,1163.9977,496.0345,178.2133,634.2957,4.0000
1.1172,1.3523,4.9645,4.2908,1.5925,956.1570,1027.0832,896.0044,173.7243,769.8635,4.0000
1.1430,1.2732,2.2495,3.5441,1.5729,635.6424,267.5444,1236.2706,1022.5942,548.1069,4.0000
1.4235,1.9521,1.3516,0.9597,1.3758,870.4171,652.2517,230.7346,286.3982,566.0629,4.0000
0.8678,1.7031,0.9816,1.2302,1.0074,587.6101,1039.2035,225.3478,588.9568,651.8028,4.0000
1.6534,2.5374,1.1463,0.9656,0.7594,544.0668,241.9571,554.8404,635.1935,223.5522,4.0000
1.1800,0.9800,1.6606,1.2439,3.9615,407.6012,325.4525,672.9011,715.0977,723.6268,4.0000
1.2815,1.3766,1.1286,2.6402,1.6588,497.3812,616.7886,232.9791,355.5288,806.6733,4.0000
1.0889,3.3650,1.2001,0.8564,1.2015,287.2960,404.9078,263.0554,982.1932,569.2052,4.0000
0.7472,1.9767,0.9624,1.4061,1.2729,960.6460,963.7883,180.0089,540.9245,525.2130,4.0000
0.7877,1.2251,1.5116,3.3762,2.2909,645.9671,816.1002,754.1520,202.0050,419.2726,4.0000
0.7070,1.0461,1.2339,1.2967,6.5435,421.0682,555.2893,1180.6070,737.5427,707.9153,4.0000
0.9483,1.3387,2.3453,1.8285,1.9278,1055.3639,509.9504,663.9231,292.2339,271.1356,4.0000
0.6225,0.8794,7.2184,1.3026,1.2108,193.0270,176.4177,880.2929,578.1832,314.2300,4.0000
1.0401,1.5955,1.2843,1.8674,0.9226,1073.3199,982.6421,650.0072,302.1097,272.9312,4.0000
0.7957,1.0180,1.6100,5.4510,1.2132,564.7162,476.7318,775.6992,809.8156,359.1200,4.0000
0.6947,1.3452,1.0768,1.3085,4.4090,184.4979,653.1495,510.8482,647.3138,558.4316,4.0000
0.7599,1.3908,1.5662,1.6520,1.4442,1078.7067,1028.8788,598.8326,708.3642,272.0334,4.0000
0.8039,0.8197,1.2542,1.5211,4.4988,650.4561,1319.7660,606.0150,571.0008,545.8624,4.0000
0.6970,1.1757,1.5276,1.0945,1.1908,597.9348,805.7755,801.2865,566.5118,711.9554,4.0000
0.7496,0.8566,0.9213,7.7527,5.6236,489.3010,270.2378,1361.9626,1059.8529,1071.5243,4.0000
1.1181,1.4372,1.1736,2.9014,0.8697,717.7911,458.7758,290.8872,232.0813,571.4497,4.0000
1.1817,1.0486,1.3954,1.1353,1.2207,1189.1361,910.3692,404.0100,895.1066,987.1311,4.0000
0.9553,0.8820,1.5093,1.2015,0.8944,684.1236,298.9674,496.4834,677.8390,904.9824,4.0000
0.7449,0.8917,1.4684,0.9218,2.6867,260.3620,181.3556,1074.2177,511.2971,351.9376,4.0000
0.9709,1.9145,1.3846,0.7234,1.4767,877.1506,634.2957,692.6527,193.9248,724.0757,4.0000
1.1849,1.1311,1.7500,4.4073,4.3662,355.9777,478.9763,1365.5538,739.3383,583.1211,4.0000
0.7138,1.3420,1.2974,1.1139,1.1838,1376.7763,649.5583,526.5597,640.5803,590.3035,4.0000
0.6513,2.5114,1.2607,1.5114,6.2716,497.3812,375.2804,612.7485,557.5338,702.0796,4.0000
0.8025,2.0827,1.6087,1.3947,1.2151,358.2222,483.9142,1183.7493,189.8847,602.4238,4.0000
0.8092,1.6004,1.1970,1.7998,1.5415,353.2843,216.8187,607.8106,299.8652,486.1587,4.0000
1.6079,1.6927,1.2622,1.2635,1.5574,838.9941,203.8006,736.1960,712.4043,688.1637,4.0000
0.8948,1.2594,1.6812,1.3470,1.5128,290.4383,925.1829,188.5380,673.7989,658.5363,4.0000
1.3206,0.7547,0.9094,1.2200,1.4853,719.1378,353.7332,377.5249,757.7432,662.1275,4.0000
1.7381,0.7246,1.3817,0.8701,1.0838,337.1239,280.1136,627.5622,490.1988,779.7393,4.0000
0.7474,1.3136,1.0349,1.8252,0.9373,173.2754,931.4675,494.6878,588.5079,740.6850,4.0000
0.7294,1.1504,1.3956,6.8115,0.9361,392.3386,267.9933,599.7304,835.4029,334.4305,4.0000
0.8392,1.1700,0.9317,1.7977,1.0965,223.1033,196.6182,438.5753,797.2464,761.3344,4.0000
0.9363,1.0494,1.2236,4.4226,1.1693,862.7858,227.5923,236.1214,545.4135,567.4096,4.0000
0.8172,0.6454,1.7156,2.5422,13.1133,163.8485,243.3038,912.6137,834.5051,1256.9200,4.0000
0.8835,0.8074,1.0749,6.4140,3.5676,253.6285,274.2779,1133.0236,1007.3316,781.9838,4.0000
0.7292,0.9478,1.0083,1.4359,1.3054,226.2456,419.2726,210.9830,1127.6368,469.5494,4.0000
1.6118,1.7387,1.1645,1.2816,1.3950,330.8393,1265.8980,794.1041,599.2815,546.7602,4.0000
1.4778,1.6094,1.0455,1.1163,3.9877,461.4692,457.4291,430.4951,797.2464,746.0718,4.0000
1.4068,1.2443,3.9829,5.9317,1.0763,471.7939,1173.4246,764.9256,1252.4310,687.2659,4.0000
1.0235,0.8785,1.0822,1.5687,1.1564,478.0785,329.4926,316.0256,660.3319,516.6839,4.0000
1.1417,0.6340,4.8376,5.8618,4.2194,308.8432,260.3620,410.7435,883.4352,241.5082,4.0000
1.0604,0.9477,1.0596,1.1145,1.2487,468.2027,250.0373,505.9103,221.3077,564.2673,4.0000
1.3088,2.5337,0.9905,0.7281,1.0786,604.6683,406.2545,247.7928,318.7190,556.1871,4.0000
1.3787,1.0467,1.4009,1.9273,2.0479,664.3720,580.4277,417.0281,266.6466,494.2389,4.0000
1.1243,1.0386,1.2522,1.0517,1.4473,1267.6936,764.4767,246.8950,296.2740,1001.0470,4.0000
1.6264,2.0220,3.6432,3.1496,10.3412,582.2233,477.6296,825.0782,1089.0314,1414.9328,4.0000
0.7677,1.8633,6.6141,2.0487,12.2352,464.1626,1159.9576,536.4355,852.9100,715.0977,4.0000
0.9092,3.2534,2.6309,1.7228,1.6144,289.9894,319.6168,474.9362,880.2929,666.6165,4.0000
1.3383,0.8558,1.4702,2.9508,7.1290,518.0306,306.5987,356.8755,403.5611,794.1041,4.0000
0.6873,0.8630,1.1810,3.7600,5.8406,303.4564,698.4884,462.3670,554.8404,717.7911,4.0000
0.7152,0.9966,1.6604,1.2790,5.9771,150.8304,535.5377,852.9100,357.3244,337.1239,4.0000
0.9317,1.0212,0.9640,1.3164,7.4803,345.6530,890.6176,885.6797,580.4277,788.7173,4.0000
0.9134,0.8225,4.6163,0.9034,1.1915,947.1790,442.1665,776.1481,615.8908,327.6970,4.0000
0.6540,0.9507,0.9923,1.2333,0.9104,241.5082,629.8067,203.3517,778.3926,535.9866,4.0000
0.9026,0.9518,1.0552,1.0658,1.8953,192.5781,426.0061,288.6427,541.8223,1253.7777,4.0000
1.0044,0.8134,0.9711,6.8598,1.2461,197.9649,373.4848,688.1637,839.4430,294.0295,4.0000
0.9640,1.2376,1.7726,1.4294,1.3497,823.7315,344.7552,626.2155,839.4430,193.0270,4.0000
1.0073,0.9644,6.6169,1.5408,1.4385,348.3464,192.5781,230.2857,615.8908,740.2361,4.0000
0.8477,0.8403,0.8936,1.3150,0.9750,1155.4686,322.7591,692.6527,303.0075,997.0069,4.0000
0.8718,0.8121,0.8821,5.7998,1.2848,845.2787,232.9791,497.3812,245.5483,1056.7106,4.0000
0.7934,1.8467,5.6979,1.2283,0.9932,266.6466,380.6672,766.7212,711.0576,506.3592,4.0000
0.9277,0.8716,2.4071,3.8498,0.9252,535.0888,230.7346,370.7914,786.4728,313.3322,4.0000
0.8534,0.9526,1.3711,1.3007,1.7629,646.8649,238.8148,329.4926,279.2158,595.6903,4.0000
1.2395,0.8161,2.0192,1.2401,1.6196,364.0579,608.2595,668.4121,843.4831,310.1899,4.0000
1.0612,1.2040,1.1546,1.3430,1.4075,250.4862,1023.4920,211.8808,845.2787,430.9440,4.0000
1.0229,1.3480,1.8028,6.1966,12.5179,1264.1024,681.8791,297.6207,778.3926,735.7471,4.0000
0.9224,0.9894,1.1505,1.2459,0.9812,316.0256,949.8724,220.4099,207.8407,167.4397,4.0000
1.2483,1.8982,1.3501,1.4863,6.8653,1287.4452,436.7797,696.2439,285.5004,1013.6162,4.0000
1.3315,2.1587,0.7039,2.0251,1.2598,1301.8100,945.3834,192.1292,890.1687,228.9390,4.0000
0.7764,0.9538,0.8139,2.7052,4.7196,343.4085,197.0671,720.0356,373.0359,484.8120,4.0000
0.8076,1.6333,0.8978,1.8493,1.5073,932.8142,695.7950,240.1615,838.5452,396.8276,4.0000
0.6920,0.9152,1.0892,2.3225,1.2027,363.1601,545.8624,405.3567,520.7240,628.9089,4.0000
0.7980,2.4942,1.1086,2.2839,12.3955,296.7229,1373.1851,1352.5357,237.9170,764.0278,4.0000
1.0392,2.6550,1.0537,0.9981,1.2299,932.8142,825.5271,880.2929,338.9195,756.8454,4.0000
0.6684,1.0535,1.0139,1.7272,1.0113,177.7644,201.5561,151.7282,800.3887,578.6321,4.0000
0.6811,1.9459,2.3813,1.7076,8.5413,397.2765,636.5402,697.1417,273.3801,742.9295,4.0000
1.0444,1.3624,0.9734,0.7499,7.2296,613.1974,309.7410,302.1097,355.9777,769.4146,4.0000
1.1537,0.8508,1.1736,1.0017,1.6283,737.5427,218.6143,1034.7145,463.2648,676.9412,4.0000
1.3119,0.9549,0.9267,6.2033,1.0195,1047.7326,217.2676,663.9231,448.4511,213.6764,4.0000
1.0027,0.7235,0.7867,0.8340,1.1395,588.9568,152.6260,429.1484,450.2467,203.8006,4.0000
1.5160,1.7330,1.4698,1.1163,1.5580,654.4962,367.6491,1487.2057,778.3926,579.9788,4.0000
0.8311,1.5527,0.6633,3.9318,2.1378,244.2016,625.7666,175.5199,411.6413,255.4241,4.0000
0.9116,1.1440,0.7633,1.0955,4.8112,278.3180,618.5842,284.1537,641.4781,232.9791,4.0000
1.3140,0.8566,1.5599,0.9818,1.6762,1047.2837,206.9429,1379.9186,159.3595,549.4536,4.0000
0.9149,0.9522,1.5404,1.1970,1.2707,474.0384,219.5121,713.7510,239.7126,658.9852,4.0000
1.1363,0.7750,1.8013,0.8676,5.0541,591.6502,199.7605,536.4355,768.9657,382.4628,4.0000
1.0589,1.0071,1.5122,3.4414,5.2667,554.8404,264.4021,614.9930,1151.4285,848.8699,4.0000
1.4106,1.2527,6.3401,1.2421,0.9971,650.0072,638.7847,388.2985,776.5970,399.0721,4.0000
1.5680,0.9637,1.2882,2.3901,0.8674,623.5221,422.4149,174.6221,539.5778,300.3141,4.0000
0.8982,1.4259,1.4977,2.2886,1.4918,676.4923,1122.6989,224.8989,1327.8462,201.1072,4.0000
1.0061,1.0136,1.2787,5.2245,1.9933,729.9114,423.3127,468.6516,1108.3341,849.3188,4.0000
0.9275,0.8857,1.2220,1.2573,0.8914,746.9696,244.6505,320.0657,373.0359,726.7691,4.0000
0.8804,1.0067,1.2449,1.2456,0.7633,246.4461,250.0373,462.8159,272.0334,278.3180,4.0000
1.4414,1.3111,1.3591,1.2090,0.5970,554.8404,448.4511,573.6942,488.4032,271.1356,4.0000
0.9894,1.3681,2.0820,1.4554,0.9120,544.5157,471.3450,632.5001,817.4469,682.3280,4.0000
1.2364,2.1560,3.1567,2.2876,0.8135,256.7708,1014.9629,389.1963,338.9195,554.3915,4.0000
1.0407,1.2292,1.0345,0.9881,0.9463,694.4483,351.9376,452.0423,1237.1684,419.2726,4.0000
1.1074,1.7331,2.0802,2.2191,6.0016,579.5299,339.3684,541.3734,943.5878,461.0203,4.0000
0.7890,1.1265,1.4116,4.3438,1.1222,828.2205,227.5923,651.3539,1296.8721,751.9075,4.0000
1.2004,1.5986,1.8723,2.6961,1.4513,680.5324,1216.5190,295.3762,682.7769,534.6399,4.0000
1.1014,0.9499,1.0951,2.3049,1.2560,356.4266,260.8109,257.2197,1208.4388,670.2077,4.0000
1.0134,0.8907,1.4087,1.1425,0.9865,691.3060,153.0749,518.4795,1037.4079,1361.9626,4.0000
1.1698,0.8567,0.7186,0.8779,1.2577,685.0214,182.7023,294.9273,887.4753,380.6672,4.0000
0.9786,1.3288,1.2382,1.6806,1.0747,476.2829,1106.5385,748.7652,601.0771,201.5561,4.0000
0.9452,0.8954,4.8016,0.9976,14.3656,485.7098,423.3127,805.7755,512.1949,661.2297,4.0000
0.9604,1.1085,4.2638,1.1858,1.9412,731.2581,360.4667,948.5257,1374.9807,549.4536,4.0000
1.5241,0.8124,10.2499,2.1859,1.6722,702.0796,233.4280,1020.3497,484.3631,625.3177,4.0000
1.0830,0.8728,5.9978,3.1658,0.8373,1110.1297,232.9791,703.4263,1356.1269,184.0490,4.0000
1.1720,1.7047,1.3526,2.4615,2.6593,1118.2099,1054.9150,402.2144,217.2676,293.1317,4.0000
1.0799,1.7005,1.0348,4.3965,1.6681,868.1726,901.8401,957.0548,861.8880,574.5920,4.0000
0.9279,1.2736,0.9366,1.0546,3.4385,470.8961,1320.6638,891.5154,878.4973,173.7243,4.0000
0.8015,1.6882,0.9431,0.9789,10.4735,221.7566,931.4675,591.2013,239.7126,1016.7585,4.0000
0.8659,0.7524,8.2332,4.1296,2.1360,541.8223,341.6129,527.9064,1016.3096,922.0406,4.0000
1.2837,0.5683,1.1619,1.4092,6.5031,369.8936,154.8705,765.8234,898.6978,183.6001,4.0000
1.0071,0.9482,1.5724,0.6835,1.8417,825.0782,404.0100,241.5082,918.0005,463.2648,4.0000
1.1802,1.3612,1.2931,2.0960,0.8857,646.4160,672.9011,278.7669,213.6764,246.8950,4.0000
1.1465,1.5283,11.4188,1.1445,1.2064,428.6995,938.2010,1248.8398,624.4199,549.9025,4.0000
1.2676,1.3135,0.9343,0.9078,1.1174,317.3723,568.7563,206.0451,812.5090,442.6154,4.0000
3.4051,1.1552,1.5496,1.6912,0.8285,260.8109,223.1033,439.4731,502.3191,154.8705,4.0000
1.2920,1.1582,1.0059,2.7436,1.2715,734.4004,1209.3366,338.0217,780.6371,1104.7429,4.0000
0.8587,1.6567,1.5163,1.3848,1.4568,381.1161,496.9323,501.4213,896.0044,810.2645,4.0000
1.2664,2.4624,1.6654,0.7372,1.0874,367.2002,448.0022,480.3230,292.6828,267.9933,4.0000
1.6490,1.9242,1.5112,2.5559,1.4738,780.6371,295.3762,304.8031,864.5814,608.7084,4.0000
0.8865,1.6388,5.1896,1.3568,7.2684,371.2403,545.8624,495.1367,766.2723,664.3720,4.0000
0.9688,1.6883,1.2054,1.4503,1.4917,164.2974,596.5881,591.6502,1037.4079,400.8677,4.0000
1.3709,1.7877,0.8644,4.9251,1.3171,232.9791,462.8159,179.1111,1181.0559,524.3152,4.0000
1.5326,1.8242,7.2395,1.3666,5.5940,171.9287,576.3876,723.6268,290.4383,1108.7830,4.0000
0.9052,2.0261,5.8144,2.0710,1.9584,230.7346,377.0760,604.6683,932.8142,392.7875,4.0000
1.9847,1.1663,1.6762,6.6891,1.5792,314.6789,487.9543,535.0888,995.6602,510.8482,4.0000
0.9169,1.6850,1.0924,1.9753,1.3445,256.7708,429.5973,170.1331,262.6065,239.7126,4.0000
1.3405,1.3534,3.9092,1.0479,0.6834,400.8677,292.6828,310.6388,1046.8348,311.0877,4.0000
1.6794,1.4846,0.7335,2.5135,0.7998,608.2595,158.0128,431.8418,1087.6847,349.2442,4.0000
1.2998,1.5695,5.1138,0.8687,1.0177,251.8329,285.9493,430.4951,171.9287,297.6207,4.0000
1.3559,1.3881,1.2588,2.4527,0.8920,575.0409,689.9593,480.3230,878.9462,205.1473,4.0000
1.2989,0.8236,0.7409,2.6573,2.7908,589.8546,423.7616,262.6065,1121.8011,490.6477,4.0000
0.9845,0.7385,1.4766,5.9300,1.1009,533.2932,157.5639,791.4107,507.2570,654.9451,4.0000
1.5216,1.7652,1.6770,0.9680,1.8960,241.5082,659.8830,215.0231,216.8187,680.5324,4.0000
1.6202,1.4281,1.9564,0.7278,0.9056,825.5271,221.7566,469.1005,348.3464,462.3670,4.0000
0.9315,0.9294,0.8882,1.1862,1.5352,213.2275,186.7424,1058.5062,896.0044,363.1601,4.0000
0.9177,1.7117,3.8787,1.0898,1.3633,957.5037,499.6257,921.5917,777.0459,286.8471,4.0000
1.1330,0.9793,1.2853,1.0175,0.7382,673.7989,183.1512,838.9941,825.0782,557.9827,4.0000
0.9247,0.7314,1.1036,3.8537,6.9093,373.0359,204.2495,865.4792,217.2676,981.7443,4.0000
0.8245,0.9703,0.9372,0.8648,4.8773,1466.1074,250.4862,1027.5321,291.7850,481.2208,4.0000
0.7589,1.1615,5.2160,1.4493,7.2573,426.9039,250.4862,283.7048,1193.1762,385.1562,4.0000
0.8717,1.0962,0.7312,0.8735,0.8380,616.7886,726.7691,1084.5424,207.3918,642.8248,4.0000
1.1120,1.6048,0.7069,6.8065,2.3562,500.0746,690.8571,187.1913,1322.0105,813.4068,4.0000
1.0183,2.3579,0.5466,1.0942,1.0838,597.4859,513.5416,234.7747,592.0991,796.7975,4.0000
1.0759,0.9876,0.9577,1.2763,3.6628,613.1974,338.0217,343.4085,709.7109,730.8092,4.0000
0.9452,0.7800,1.2094,1.7180,5.2455,374.3826,249.1395,411.6413,637.4380,788.7173,4.0000
1.1183,1.1857,1.1761,0.6336,1.3509,156.6661,284.1537,1092.6226,475.3851,755.0498,4.0000
1.2623,1.0389,1.0869,1.2824,1.5827,319.6168,191.2314,1176.1180,566.0629,756.8454,4.0000
1.5401,1.4140,1.0469,4.3790,0.7268,641.0292,232.5302,891.9643,708.3642,362.7112,4.0000
1.1237,0.6864,0.6076,1.1172,1.1378,733.9515,155.3194,349.6931,828.6694,923.8362,4.0000
1.1380,0.9061,0.7686,0.9123,1.2930,836.7496,189.4358,249.5884,300.3141,809.3667,4.0000
0.9579,1.0001,0.7448,1.2571,1.4148,430.4951,368.9958,181.8045,560.6761,373.9337,4.0000
0.9581,2.2431,0.8440,1.1406,1.0516,242.8549,441.7176,403.1122,479.8741,736.1960,4.0000
1.0915,1.6618,1.0410,0.9710,1.0261,577.2854,282.8070,490.1988,526.5597,442.6154,4.0000
1.1577,1.9353,6.4654,1.2028,5.2003,625.3177,327.2481,239.7126,1189.5850,709.2620,4.0000
1.5034,1.3836,5.5263,0.8489,1.3381,518.4795,535.0888,150.3815,725.4224,256.7708,4.0000
1.2647,1.0191,1.1659,3.8065,1.1795,681.4302,177.7644,515.7861,175.0710,1389.7944,4.0000
1.5168,0.9265,1.4113,6.6897,1.6320,282.3581,779.2904,574.1431,285.0515,208.7385,4.0000
1.0587,0.9913,1.0406,0.8786,0.7491,672.0033,196.6182,617.6864,936.8543,615.4419,4.0000
1.2717,1.0624,1.5474,0.9986,2.6278,557.9827,311.5366,529.7020,588.0590,238.3659,4.0000
1.4602,1.0028,3.2822,4.4650,2.4462,397.7254,339.3684,181.3556,1127.6368,1131.6769,4.0000
0.7877,1.2893,1.4010,2.2272,4.4156,176.4177,1111.0275,565.1651,429.5973,475.8340,4.0000
1.1504,1.4054,1.4788,3.7638,0.6242,397.2765,590.3035,651.8028,1314.3792,461.9181,4.0000
1.0045,0.9249,1.3074,1.8833,0.7892,485.2609,635.1935,571.0008,301.6608,1248.3909,4.0000
0.7828,1.5043,1.4328,1.9990,1.0513,632.5001,693.1016,421.9660,330.8393,710.6087,4.0000
0.9558,0.9744,1.0812,3.4940,1.3172,470.8961,152.6260,521.1729,814.3046,1138.4104,4.0000
1.1868,0.9525,8.5714,1.3122,0.9893,208.7385,150.8304,587.1612,466.4071,404.9078,4.0000
0.9374,0.9615,13.4493,2.4333,1.4515,216.8187,780.1882,1115.0676,342.0618,661.6786,4.0000
0.9955,1.1114,1.1258,1.6104,6.5763,472.6917,264.4021,550.3514,575.9387,487.5054,4.0000
0.8405,1.1587,1.0218,0.7992,2.8742,443.0643,249.1395,721.8312,852.4611,487.5054,4.0000
1.2059,1.0029,8.3413,3.2820,1.2988,960.6460,323.2080,1021.2475,1032.9189,471.3450,4.0000
0.9987,1.4189,11.3443,4.1454,1.1432,741.1339,891.9643,1256.9200,1045.4881,619.9309,4.0000
1.0490,1.1291,1.2959,0.9723,1.5015,1037.8568,455.1846,266.6466,838.0963,625.7666,4.0000
1.5227,1.8546,2.2790,4.4121,1.5673,293.5806,1161.7532,1012.7184,692.6527,867.2748,4.0000
0.8382,0.9777,1.8160,2.6972,1.1191,961.0949,296.7229,390.0941,872.6616,526.1108,4.0000
0.7196,0.9059,1.0812,3.4922,0.8720,300.3141,208.2896,205.1473,303.4564,345.2041,4.0000
1.0220,1.1305,1.8793,1.0387,5.8809,831.8117,337.1239,289.5405,1109.2319,436.7797,4.0000
0.6964,1.1485,1.1588,1.1199,1.4755,349.2442,590.7524,572.3475,946.7301,280.5625,4.0000
0.6804,1.0485,1.0405,1.3957,3.4449,970.5218,482.5675,741.1339,1259.6134,440.3709,4.0000
0.6983,1.1929,2.7797,1.2910,3.1219,666.6165,741.1339,355.0799,1126.2901,330.8393,4.0000
0.9725,0.9437,1.9461,2.0613,1.8659,285.0515,323.2080,496.0345,291.7850,513.9905,4.0000
0.7874,0.8333,6.1923,1.0257,2.2721,174.6221,508.6037,708.3642,640.5803,424.6594,4.0000
0.9208,0.7060,1.5475,0.8031,5.1207,268.4422,295.3762,698.4884,323.6569,478.9763,4.0000
1.2488,1.0576,1.0751,1.3968,1.4617,846.1765,171.9287,289.5405,419.7215,532.3954,4.0000
0.6888,1.0141,1.3776,0.9473,1.1151,188.5380,276.5224,506.8081,309.2921,276.9713,4.0000
0.7180,1.2184,1.0614,0.9299,3.1401,165.1952,1181.5048,539.1289,758.6410,915.7560,4.0000
0.8369,1.5391,1.3849,0.6223,0.6841,348.3464,580.4277,1243.4530,325.4525,160.7062,4.0000
1.0723,0.9072,1.2192,0.7258,1.2715,967.8284,201.5561,491.0966,798.1442,607.8106,4.0000
1.0349,1.0820,0.9065,1.0031,1.4829,618.5842,218.6143,299.4163,957.9526,449.3489,4.0000
1.3604,0.9097,4.0549,0.9230,1.4797,177.7644,151.2793,633.8468,775.6992,751.9075,4.0000
1.1596,1.3906,1.1068,5.6846,1.7039,628.9089,523.4174,606.9128,434.5352,566.0629,4.0000
1.2698,1.4134,1.7060,3.4148,1.0177,556.1871,703.8752,445.7577,1081.4001,431.3929,4.0000
1.0837,1.1911,1.0948,1.4576,1.6644,935.0587,220.8588,277.4202,1212.4789,262.6065,4.0000
