"no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF","no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF",
2.1574,2.3770,0.8519,,0.8949,2.6700,351.9376,607.3617,758.6410,,398.6232,564.2673,5.0000
1.3597,1.8221,1.2460,,1.4287,1.6307,342.0618,561.1250,300.7630,,724.9735,618.1353,5.0000
1.2693,1.3131,0.9341,,2.1722,0.9239,174.1732,390.5430,847.5232,,444.4110,829.1183,5.0000
1.8950,3.1768,0.6743,,1.3887,1.3465,171.4798,322.3102,884.3330,,777.0459,298.5185,5.0000
2.0579,1.6175,0.8064,,0.8719,0.8430,276.0735,521.6218,443.0643,,380.2183,755.4987,5.0000
2.1193,2.0240,0.8636,,0.6431,1.2469,267.5444,248.2417,376.1782,,174.6221,294.0295,5.0000
2.5432,1.4569,1.3077,,2.5334,1.1483,287.7449,465.5093,253.6285,,916.2049,734.8493,5.0000
2.8339,1.6626,2.0957,,2.0939,0.7510,356.8755,183.6001,915.7560,,564.7162,376.6271,5.0000
2.0873,1.7572,0.7070,,1.7971,2.5649,312.4344,198.4138,919.7961,,151.2793,1038.7546,5.0000
1.3238,1.2167,1.0477,,0.7808,0.8697,313.7811,440.3709,773.0058,,1062.5463,568.3074,5.0000
0.6608,1.3075,0.5799,,0.8595,0.7740,296.2740,692.6527,1008.2294,,780.6371,545.4135,5.0000
2.7628,3.0508,0.5362,,0.8832,1.6131,573.2453,731.7070,1281.6095,,657.1896,1260.5112,5.0000
1.1405,2.2008,0.5586,,0.7661,1.2794,459.2247,381.5650,442.1665,,320.9635,761.3344,5.0000
1.2795,1.6063,0.9733,,0.9302,1.6763,447.1044,285.5004,875.3550,,596.5881,362.7112,5.0000
1.2312,2.6534,1.0051,,1.0741,1.2486,295.3762,376.6271,476.7318,,463.2648,200.6583,5.0000
1.7032,1.6828,0.7783,,3.7703,0.6543,565.1651,568.3074,1185.5449,,246.4461,1071.5243,5.0000
1.4864,2.0973,1.2389,,3.9558,1.1154,268.4422,212.7786,1285.6496,,1170.7312,256.3219,5.0000
0.8951,0.9154,1.4494,,0.9755,0.7626,456.0824,422.4149,628.4600,,381.1161,726.3202,5.0000
1.2593,0.6002,0.8511,,0.9799,0.8144,1293.2809,237.0192,685.9192,,622.6243,717.3422,5.0000
0.8207,1.8210,1.2574,,1.2712,0.6463,275.1757,310.6388,995.6602,,172.8265,388.7474,5.0000
1.2223,1.6616,1.0286,,1.7097,1.1569,484.3631,449.3489,754.6009,,405.3567,674.6967,5.0000
1.3583,1.0893,0.7888,,2.5998,0.8219,794.5530,1103.8451,1230.8838,,1180.1581,161.1551,5.0000
1.0857,1.1501,0.7983,,0.4864,0.4730,268.8911,859.6435,1181.0559,,340.2662,156.2172,5.0000
1.0525,2.2919,0.6966,,0.3586,0.7201,653.1495,400.8677,281.9092,,236.5703,192.1292,5.0000
1.6107,1.8456,0.3896,,0.5993,0.5386,344.7552,165.1952,161.1551,,346.9997,184.9468,5.0000
1.2274,1.5566,0.5066,,0.6248,4.0132,293.1317,395.4809,523.4174,,337.5728,407.1523,5.0000
1.3381,1.4303,0.7249,,0.6749,1.2770,421.9660,231.1835,1185.5449,,656.2918,171.0309,5.0000
1.7196,1.2986,0.8625,,1.8889,5.4596,300.7630,522.0707,1295.9743,,706.5686,470.4472,5.0000
1.1263,2.2549,0.5791,,0.6893,2.3563,305.7009,154.4216,653.1495,,521.1729,484.8120,5.0000
4.4550,1.4137,1.2978,,1.3650,0.7559,293.5806,438.5753,593.8947,,959.7482,381.1161,5.0000
1.2904,1.6817,1.5573,,1.0523,0.5963,260.3620,355.5288,912.6137,,1157.7131,193.9248,5.0000
1.5647,1.3017,1.0949,,1.6526,1.5335,251.3840,462.3670,483.9142,,574.1431,220.8588,5.0000
1.4415,1.7428,0.6666,,0.6241,0.9564,158.4617,627.1133,713.3021,,154.8705,440.8198,5.0000
1.5926,1.0431,0.8319,,0.5055,1.4089,408.9479,338.4706,279.2158,,212.7786,398.1743,5.0000
1.1906,1.3120,0.6627,,1.0994,0.6406,230.7346,568.7563,1283.4051,,1447.7025,410.7435,5.0000
1.7616,0.9761,1.8539,,1.6578,2.1222,172.3776,500.9724,1381.7142,,754.6009,510.8482,5.0000
1.9416,1.0736,1.6760,,1.0997,1.3607,456.5313,543.1690,1155.9175,,495.5856,303.4564,5.0000
0.8823,0.9537,1.2521,,0.8807,3.6388,565.6140,599.2815,410.7435,,220.8588,355.5288,5.0000
0.9955,1.3059,1.0881,,0.7016,2.6339,318.7190,350.5909,727.6669,,594.7925,483.9142,5.0000
0.7702,1.7832,0.7241,,0.7723,8.3497,185.3957,760.4366,839.8919,,509.0526,878.9462,5.0000
0.4699,1.2343,0.7603,,0.6416,2.0729,639.6825,318.2701,1046.8348,,155.7683,445.7577,5.0000
0.4576,1.0079,0.6296,,0.7544,1.2396,228.9390,430.9440,1268.5914,,293.5806,640.1314,5.0000
0.9742,1.1956,0.6946,,1.8237,0.9070,865.4792,189.4358,853.3589,,482.5675,173.2754,5.0000
0.5036,1.2100,1.0226,,1.1106,1.0085,626.6644,550.3514,698.9373,,1115.5165,202.4539,5.0000
0.5095,1.0539,0.5845,,2.8562,1.8063,550.8003,441.2687,423.7616,,229.8368,588.9568,5.0000
0.3766,0.8609,0.7903,,2.0915,1.5402,478.9763,408.9479,536.4355,,533.2932,619.9309,5.0000
0.5414,1.5498,0.4867,,1.5993,2.3771,276.9713,214.1253,702.5285,,423.7616,359.5689,5.0000
1.0198,0.9444,0.8267,,0.8579,2.5238,555.7382,188.5380,325.0036,,1019.0030,923.8362,5.0000
1.8592,0.8909,0.5346,,0.6856,4.5937,310.6388,335.3283,269.7889,,360.9156,169.6842,5.0000
4.3606,,0.6146,,1.1307,2.8982,376.6271,,1419.8707,,277.4202,475.3851,5.0000
1.7853,,1.0885,,3.1507,1.8881,202.0050,,818.7936,,223.5522,507.7059,5.0000
1.1602,,0.7004,,1.3414,3.2770,381.5650,,342.9596,,536.8844,204.6984,5.0000
1.3151,,0.8367,,2.6168,1.0690,252.2818,,678.7368,,259.0153,645.9671,5.0000
1.2207,,1.0268,,1.1909,1.9740,709.7109,,925.1829,,474.9362,230.2857,5.0000
1.6873,,0.5541,,1.3576,2.1194,373.4848,,1076.4622,,169.6842,635.1935,5.0000
1.3119,,0.5258,,1.0384,4.2788,197.5160,,1048.6304,,693.9994,686.3681,5.0000
1.0949,,0.6935,,1.0945,1.3431,383.3606,,1404.1592,,831.8117,498.2790,5.0000
1.8259,,0.5906,,1.1445,3.8377,151.7282,,911.2670,,802.1843,492.4433,5.0000
1.6689,,0.8178,,0.9735,4.4452,418.8237,,774.3525,,382.0139,346.9997,5.0000
3.0574,,1.4747,,0.5860,2.4531,318.7190,,936.4054,,182.2534,332.1860,5.0000
1.1477,,0.5206,,0.6481,2.5071,412.0902,,1035.1634,,647.7627,162.5018,5.0000
1.0746,,0.9596,,0.5925,4.2366,368.0980,,532.8443,,383.8095,338.0217,5.0000
0.9041,,0.5466,,0.9448,1.2673,315.5767,,157.5639,,967.3795,922.4895,5.0000
1.1799,,1.2948,,0.9921,0.7267,379.3205,,699.8351,,1194.9718,305.7009,5.0000
0.7242,,0.5781,,0.7175,1.4918,303.4564,,267.5444,,316.9234,508.1548,5.0000
1.2112,,0.6197,,0.5881,0.6728,247.7928,,300.3141,,370.7914,405.3567,5.0000
0.6420,,1.1160,,1.1695,0.6294,334.8794,,405.3567,,1270.3870,227.1434,5.0000
2.0777,,0.9603,,0.9426,1.0514,322.3102,,579.0810,,999.7003,324.5547,5.0000
0.9879,,0.6175,,0.7494,1.2198,449.3489,,827.3227,,1009.5761,370.7914,5.0000
1.0902,,1.0927,,1.5978,1.4045,533.2932,,472.2428,,279.6647,412.0902,5.0000
1.1672,,2.0623,,0.4953,2.6291,286.8471,,707.0175,,253.6285,248.6906,5.0000
1.0836,,1.4741,,0.8121,2.3230,462.3670,,296.2740,,180.0089,405.8056,5.0000
1.0574,,1.4889,,0.5145,4.1356,478.9763,,327.2481,,227.5923,195.7204,5.0000
1.2157,,0.6862,,0.5527,3.1376,430.0462,,514.4394,,505.0125,1022.1453,5.0000
0.8341,,0.5509,,0.4654,1.8424,291.3361,,830.4650,,382.0139,500.9724,5.0000
0.6599,,1.0475,,0.4200,2.9277,443.9621,,879.3951,,176.4177,256.3219,5.0000
0.9021,,0.6431,,0.6627,3.7564,574.1431,,174.1732,,1073.7688,176.8666,5.0000
0.7425,,0.6227,,0.9381,3.5720,210.0852,,1197.6652,,236.5703,216.8187,5.0000
1.0231,,0.6069,,2.0382,1.7397,431.3929,,200.6583,,1125.3923,396.3787,5.0000
0.9350,,0.8210,,0.8347,3.1747,947.6279,,990.2734,,154.4216,414.7836,5.0000
2.0568,,0.6156,,2.0659,0.9781,416.5792,,961.9927,,472.2428,373.4848,5.0000
1.0584,,0.7691,,2.2791,0.5292,596.5881,,971.8685,,334.4305,189.4358,5.0000
1.0702,,0.7538,,1.3152,0.6990,563.8184,,665.2698,,565.6140,430.0462,5.0000
0.9135,,1.2526,,1.1892,0.9463,526.1108,,856.0523,,504.5636,320.9635,5.0000
0.8803,,0.4807,,1.5022,0.7352,449.7978,,1227.2926,,470.8961,263.0554,5.0000
1.3257,,0.4228,,3.9778,1.2036,184.0490,,1440.5201,,947.6279,157.1150,5.0000
1.1998,,1.0145,,2.0164,1.3864,452.4912,,805.7755,,409.3968,245.9972,5.0000
1.4528,,0.4478,,1.4138,4.3604,294.9273,,677.3901,,1076.9111,515.7861,5.0000
1.8319,,0.7304,,1.3793,2.4341,394.5831,,282.3581,,450.6956,531.0487,5.0000
1.3329,,1.4677,,2.7717,2.3947,417.9259,,316.4745,,234.3258,559.3294,5.0000
1.0174,,0.7476,,2.3061,1.8757,191.6803,,981.2954,,158.9106,399.0721,5.0000
0.9526,,0.7375,,1.6533,1.8728,698.4884,,386.5029,,410.2946,291.3361,5.0000
1.3496,,0.6651,,0.8241,8.3943,499.1768,,654.9451,,365.4046,476.2829,5.0000
1.0811,,1.5052,,1.0236,2.4940,469.9983,,695.7950,,248.6906,168.7864,5.0000
1.4975,,0.9660,,1.4861,1.6040,506.3592,,167.8886,,210.9830,364.9557,5.0000
1.0174,,1.1436,,2.1860,1.1480,358.2222,,885.6797,,344.7552,179.1111,5.0000
1.1274,,1.0362,,2.1057,0.4697,1066.5864,,929.2230,,236.5703,186.7424,5.0000
1.5064,,0.6595,,1.9063,0.4634,366.7513,,155.3194,,560.2272,471.3450,5.0000
1.3684,,0.5553,,1.2401,0.5504,414.3347,,189.4358,,1080.5023,295.3762,5.0000
0.9601,,0.5825,,1.4802,1.6507,817.8958,,427.3528,,577.2854,474.4873,5.0000
2.0190,,0.6801,,1.1325,3.0328,419.2726,,238.3659,,419.2726,230.7346,5.0000
0.8562,,0.6348,,1.0860,1.4429,376.1782,,598.8326,,515.3372,389.1963,5.0000
0.8681,,0.6099,,1.1769,1.3296,399.0721,,502.7680,,216.3698,390.0941,5.0000
0.7774,,0.8662,,4.1843,1.3582,527.9064,,251.8329,,1267.2447,551.2492,5.0000
0.8240,,1.6419,,0.9361,3.8817,198.8627,,1139.3082,,1343.5577,219.5121,5.0000
1.1534,,0.9384,,1.7320,3.4167,195.7204,,970.9707,,653.5984,290.8872,5.0000
0.5528,,0.7394,,0.9772,1.4183,392.3386,,275.1757,,936.8543,159.8084,5.0000
0.7977,,1.1670,,0.9063,2.5848,351.9376,,847.0743,,786.4728,529.2531,5.0000
1.4757,,1.6091,,1.3693,1.2437,270.6867,,1349.3934,,449.7978,1344.9044,5.0000
0.6008,,1.0668,,0.9710,0.8598,378.8716,,721.3823,,667.0654,270.6867,5.0000
1.2034,,1.0589,,1.4765,0.6523,406.2545,,823.2826,,871.3149,302.5586,5.0000
1.6209,,0.5483,,0.7597,2.3819,442.1665,,166.0930,,1022.1453,386.5029,5.0000
0.9773,,0.7471,,1.0907,3.5984,410.2946,,254.9752,,235.6725,265.2999,5.0000
0.9836,,0.9750,,0.8329,1.3823,301.6608,,506.3592,,367.2002,1370.4917,5.0000
0.7120,,0.9860,,1.1955,0.9990,500.5235,,165.6441,,234.3258,328.5948,5.0000
0.5725,,0.8858,,1.9296,2.1492,383.3606,,763.5789,,295.3762,525.2130,5.0000
0.9856,,1.5915,,0.5814,1.1220,684.5725,,249.1395,,610.9529,308.8432,5.0000
0.6989,,0.5479,,1.2751,1.2141,1108.7830,,174.1732,,573.6942,1070.6265,5.0000
1.1579,,0.3795,,1.7439,0.9097,739.3383,,1096.6627,,171.0309,513.0927,5.0000
1.1220,,0.9420,,1.0039,2.1100,1062.0974,,766.7212,,636.0913,353.2843,5.0000
0.8437,,0.4599,,0.9195,2.9117,554.8404,,525.2130,,709.2620,231.1835,5.0000
0.5996,,0.4541,,0.8667,2.3384,893.3110,,342.5107,,737.9916,180.9067,5.0000
0.6542,,0.6426,,3.5411,1.5591,757.2943,,497.8301,,245.5483,516.2350,5.0000
0.6512,,2.4974,,4.2729,2.3828,1098.9072,,187.1913,,303.4564,158.0128,5.0000
0.5509,,1.5145,,1.4508,5.1012,1022.5942,,235.2236,,486.1587,504.5636,5.0000
0.6016,,1.8187,,2.0415,1.9168,928.3252,,611.4018,,171.4798,212.3297,5.0000
0.9298,,2.0858,,1.3064,1.3999,1118.6588,,425.5572,,728.1158,283.2559,5.0000
0.5402,,0.8746,,0.8223,1.0643,301.6608,,689.5104,,645.9671,575.9387,5.0000
0.6917,,0.9399,,2.5569,1.1098,820.1403,,920.6939,,311.0877,745.6229,5.0000
1.1672,,1.1532,,3.1802,0.9005,244.2016,,823.7315,,380.6672,233.8769,5.0000
1.0500,,0.8666,,4.1599,1.5896,177.7644,,269.7889,,566.0629,488.8521,5.0000
0.9375,,1.0352,,1.8961,1.4640,635.1935,,493.3411,,193.9248,230.2857,5.0000
0.7735,,1.1211,,2.7562,1.6996,518.4795,,862.7858,,281.9092,364.9557,5.0000
0.8272,,0.5520,,1.2706,0.7855,1133.4725,,1031.1233,,249.5884,201.5561,5.0000
1.4787,,1.4416,,0.8755,0.6133,528.3553,,1061.1996,,178.2133,165.6441,5.0000
1.2791,,2.3627,,2.6605,1.0944,408.0501,,676.0434,,919.3472,227.5923,5.0000
2.4588,,4.0140,,2.8635,0.8540,574.5920,,230.7346,,437.2286,284.6026,5.0000
1.3141,,1.5971,,1.1930,2.9319,545.8624,,881.6396,,273.8290,437.6775,5.0000
1.2409,,0.8888,,2.5838,1.3297,298.0696,,586.2634,,207.8407,258.1175,5.0000
0.9206,,0.6090,,1.2442,2.7989,672.0033,,476.2829,,350.5909,338.4706,5.0000
0.7831,,0.4064,,2.3637,1.0269,653.5984,,309.2921,,296.7229,673.7989,5.0000
1.2916,,0.3552,,1.4692,1.0147,545.8624,,363.1601,,365.4046,568.7563,5.0000
1.3147,,0.6441,,3.7138,2.9570,619.4820,,598.3837,,326.7992,825.0782,5.0000
0.5860,,0.4648,,4.3016,1.4969,865.4792,,362.2623,,155.3194,290.8872,5.0000
0.5773,,0.5632,,1.9456,1.6548,155.7683,,837.6474,,379.3205,489.7499,5.0000
0.4994,,1.2782,,1.8179,3.6603,153.0749,,193.4759,,195.2715,680.5324,5.0000
0.4490,,2.2371,,0.4596,2.4988,742.9295,,705.6708,,157.1150,548.1069,5.0000
0.4090,,0.8963,,0.4705,1.2277,402.2144,,302.5586,,316.4745,163.3996,5.0000
0.8843,,1.4365,,0.6108,2.6116,1385.3054,,553.4937,,254.0774,480.3230,5.0000
1.0166,,1.5365,,0.6510,2.8327,988.4778,,693.5505,,878.0484,551.2492,5.0000
1.4890,,2.1380,,3.2406,0.7207,398.1743,,804.8777,,399.0721,193.0270,5.0000
0.8504,,0.9281,,3.4740,0.6095,652.2517,,1245.6975,,748.3163,166.9908,5.0000
0.8174,,0.9806,,0.7820,0.8151,925.1829,,278.3180,,643.2737,410.2946,5.0000
0.5876,,0.9566,,0.4087,2.1371,886.5775,,423.7616,,290.4383,210.9830,5.0000
0.5189,,0.6339,,1.2725,0.6833,176.4177,,633.3979,,760.4366,676.4923,5.0000
0.5970,,0.5877,,0.8099,0.5062,1303.1567,,781.0860,,382.0139,264.8510,5.0000
0.4242,,0.5388,,1.5264,0.5873,203.8006,,623.0732,,196.6182,208.2896,5.0000
0.5605,,0.6148,,1.4510,0.5193,1187.3405,,276.9713,,310.6388,489.3010,5.0000
1.0282,,0.8295,,1.2197,1.0454,967.3795,,619.9309,,588.9568,517.5817,5.0000
0.4204,,1.3427,,2.2978,1.3446,680.0835,,714.6488,,292.2339,868.6215,5.0000
0.4638,,0.7521,,1.3031,1.6361,852.9100,,419.2726,,493.7900,204.2495,5.0000
0.5508,,0.8498,,1.4081,1.3021,1410.8927,,435.4330,,529.7020,467.3049,5.0000
0.4660,,0.6433,,2.5555,1.2775,271.1356,,884.7819,,437.2286,697.1417,5.0000
0.5578,,0.3658,,3.7360,1.2842,399.0721,,948.9746,,475.8340,608.2595,5.0000
0.4613,,0.3782,,1.8102,3.3742,288.6427,,512.6438,,454.7357,733.5026,5.0000
0.4305,,0.7683,,4.6128,3.4445,411.1924,,1043.2436,,1146.0417,996.5580,5.0000
0.6915,,0.5618,,1.8400,3.7235,981.7443,,813.8557,,591.6502,247.7928,5.0000
0.6117,,1.1967,,1.4290,4.3362,275.6246,,684.5725,,527.9064,1049.0793,5.0000
0.5611,,1.3165,,1.5065,1.2584,1096.6627,,876.2528,,518.9284,422.4149,5.0000
0.4952,,0.7146,,1.3384,1.1548,299.8652,,475.3851,,1181.0559,619.0331,5.0000
0.4319,,0.8720,,1.6220,1.3133,469.5494,,751.4586,,269.7889,376.1782,5.0000
0.4043,,0.7537,,2.5632,2.3132,239.7126,,712.8532,,207.3918,545.8624,5.0000
0.5214,,0.8246,,1.1043,1.2487,516.2350,,790.9618,,568.3074,187.1913,5.0000
0.5278,,1.3119,,3.1256,1.6832,217.7165,,803.9799,,1428.8487,704.3241,5.0000
0.6948,,0.6390,,2.0494,2.6614,1190.9317,,1047.7326,,181.8045,206.0451,5.0000
1.0595,,1.1446,,1.2064,1.2892,864.5814,,504.1147,,531.9465,529.7020,5.0000
0.5491,,0.8013,,1.4268,2.3612,834.9540,,703.4263,,161.1551,591.2013,5.0000
0.6842,,0.5642,,3.2152,1.4523,522.5196,,804.4288,,399.5210,461.0203,5.0000
0.9939,,0.8940,,2.7941,4.5024,295.8251,,914.4093,,348.7953,938.6499,5.0000
0.8853,,0.5428,,1.6963,1.3778,631.6023,,723.6268,,1178.3625,444.8599,5.0000
0.7725,,0.6634,,2.5489,2.0415,418.8237,,914.8582,,413.8858,678.2879,5.0000
1.0688,,0.6529,,1.3160,1.9130,618.5842,,905.8802,,406.7034,269.7889,5.0000
0.7942,,0.4233,,1.4491,0.6915,189.4358,,235.6725,,697.5906,383.3606,5.0000
1.1687,,0.4551,,3.8024,1.0678,421.0682,,439.4731,,527.0086,1002.8426,5.0000
1.0435,,0.8820,,1.5280,0.6947,329.4926,,346.1019,,384.7073,178.6622,5.0000
1.1540,,0.9115,,4.6894,1.4478,172.3776,,529.2531,,414.7836,693.9994,5.0000
0.8372,,0.5038,,3.8261,0.4974,158.0128,,834.0562,,402.2144,362.2623,5.0000
0.7498,,1.6421,,2.0177,0.6363,727.2180,,562.4717,,1017.6563,457.4291,5.0000
0.7772,,0.8248,,0.6508,0.6108,565.1651,,584.4678,,209.6363,708.3642,5.0000
1.0562,,0.9802,,0.7854,1.1227,327.6970,,345.6530,,215.4720,556.6360,5.0000
0.7818,,1.3737,,3.6231,1.3914,704.3241,,879.3951,,325.0036,620.8287,5.0000
0.8926,,,,1.5713,1.4590,1284.3029,,,,518.4795,606.4639,5.0000
0.8826,,,,2.3226,0.8093,835.8518,,,,459.6736,260.8109,5.0000
0.7043,,,,1.4258,,257.6686,,,,383.8095,,5.0000
0.5861,,,,1.8502,,685.4703,,,,251.3840,,5.0000
0.7186,,,,3.3764,,799.0420,,,,500.5235,,5.0000
0.6467,,,,1.5056,,907.6758,,,,223.1033,,5.0000
0.6695,,,,7.7573,,513.9905,,,,490.1988,,5.0000
0.4357,,,,3.6775,,1238.9640,,,,187.1913,,5.0000
0.5653,,,,1.2408,,473.5895,,,,368.5469,,5.0000
0.8097,,,,4.3063,,503.6658,,,,179.1111,,5.0000
0.7120,,,,2.1582,,454.2868,,,,197.0671,,5.0000
0.5803,,,,1.5324,,1387.5499,,,,290.8872,,5.0000
0.6269,,,,1.7791,,341.6129,,,,593.4458,,5.0000
0.6018,,,,2.0166,,1355.6780,,,,491.9944,,5.0000
0.7591,,,,1.0044,,983.9888,,,,237.4681,,5.0000
0.6855,,,,2.3847,,896.4533,,,,543.1690,,5.0000
0.9279,,,,1.2823,,1158.1620,,,,600.1793,,5.0000
0.7893,,,,1.5488,,439.4731,,,,569.6541,,5.0000
0.6264,,,,1.4282,,879.3951,,,,333.9816,,5.0000
0.6678,,,,1.1346,,872.6616,,,,812.0601,,5.0000
0.8571,,,,3.3006,,988.0289,,,,880.2929,,5.0000
0.8732,,,,1.1538,,1414.9328,,,,550.3514,,5.0000
1.2391,,,,1.3749,,291.3361,,,,487.0565,,5.0000
0.9353,,,,1.0970,,742.9295,,,,539.5778,,5.0000
1.5586,,,,0.9427,,603.7705,,,,642.3759,,5.0000
0.6996,,,,1.1938,,193.9248,,,,310.6388,,5.0000
0.7249,,,,2.9901,,640.1314,,,,364.9557,,5.0000
1.1491,,,,1.9723,,902.7379,,,,488.4032,,5.0000
0.7065,,,,1.9067,,418.8237,,,,313.3322,,5.0000
1.2550,,,,1.6003,,905.8802,,,,906.7780,,5.0000
1.2100,,,,1.1285,,483.4653,,,,405.3567,,5.0000
1.3432,,,,2.4685,,396.3787,,,,1023.4920,,5.0000
1.6852,,,,0.9281,,447.5533,,,,446.2066,,5.0000
1.6021,,,,0.7549,,439.0242,,,,328.5948,,5.0000
1.7279,,,,1.2001,,453.8379,,,,592.5480,,5.0000
0.9162,,,,1.3754,,205.1473,,,,625.7666,,5.0000
1.0838,,,,1.0499,,796.3486,,,,386.5029,,5.0000
1.1123,,,,0.9370,,311.5366,,,,497.3812,,5.0000
1.1803,,,,1.9897,,601.5260,,,,399.9699,,5.0000
1.3848,,,,,,242.8549,,,,,,5.0000
1.3903,,,,,,642.3759,,,,,,5.0000
0.7354,,,,,,538.2311,,,,,,5.0000
1.0428,,,,,,756.3965,,,,,,5.0000
0.9121,,,,,,530.1509,,,,,,5.0000
0.7193,,,,,,196.1693,,,,,,5.0000
0.8392,,,,,,530.1509,,,,,,5.0000
0.6552,,,,,,222.6544,,,,,,5.0000
0.7715,,,,,,1076.9111,,,,,,5.0000
0.9670,,,,,,938.2010,,,,,,5.0000
0.6597,,,,,,732.1559,,,,,,5.0000
0.6728,,,,,,1438.2756,,,,,,5.0000
0.6145,,,,,,966.9306,,,,,,5.0000
0.7342,,,,,,515.7861,,,,,,5.0000
0.4095,,,,,,351.9376,,,,,,5.0000
0.4524,,,,,,354.1821,,,,,,5.0000
0.5034,,,,,,243.7527,,,,,,5.0000
0.6872,,,,,,1121.8011,,,,,,5.0000
1.0314,,,,,,806.2244,,,,,,5.0000
0.7953,,,,,,856.5012,,,,,,5.0000
0.7891,,,,,,692.6527,,,,,,5.0000
1.0149,,,,,,983.9888,,,,,,5.0000
1.1709,,,,,,350.5909,,,,,,5.0000
0.9044,,,,,,898.2489,,,,,,5.0000
1.4566,,,,,,563.3695,,,,,,5.0000
0.8926,,,,,,612.7485,,,,,,5.0000
1.0975,,,,,,895.5555,,,,,,5.0000
0.8334,,,,,,982.1932,,,,,,5.0000
0.6802,,,,,,671.5544,,,,,,5.0000
1.3414,,,,,,303.4564,,,,,,5.0000
1.7061,,,,,,523.4174,,,,,,5.0000
1.1407,,,,,,459.2247,,,,,,5.0000
0.7778,,,,,,371.6892,,,,,,5.0000
1.1757,,,,,,681.8791,,,,,,5.0000
1.0145,,,,,,393.2364,,,,,,5.0000
1.2075,,,,,,550.8003,,,,,,5.0000
1.6443,,,,,,232.9791,,,,,,5.0000
1.3425,,,,,,382.4628,,,,,,5.0000
1.3755,,,,,,701.6307,,,,,,5.0000
1.2506,,,,,,339.8173,,,,,,5.0000
0.9118,,,,,,431.3929,,,,,,5.0000
2.2398,,,,,,358.6711,,,,,,5.0000
1.1476,,,,,,500.0746,,,,,,5.0000
1.8429,,,,,,428.6995,,,,,,5.0000
1.0824,,,,,,985.3355,,,,,,5.0000
1.1477,,,,,,327.6970,,,,,,5.0000
1.5080,,,,,,537.7822,,,,,,5.0000
1.0658,,,,,,178.6622,,,,,,5.0000
1.6077,,,,,,188.5380,,,,,,5.0000
1.4436,,,,,,215.4720,,,,,,5.0000
1.8017,,,,,,270.2378,,,,,,5.0000
1.3048,,,,,,236.1214,,,,,,5.0000
1.6427,,,,,,454.7357,,,,,,5.0000
0.9338,,,,,,417.9259,,,,,,5.0000
1.4530,,,,,,225.3478,,,,,,5.0000
1.1779,,,,,,767.6190,,,,,,5.0000
1.1310,,,,,,1421.2174,,,,,,5.0000
0.9794,,,,,,245.9972,,,,,,5.0000
1.3141,,,,,,499.1768,,,,,,5.0000
1.3001,,,,,,1109.6808,,,,,,5.0000
1.0697,,,,,,666.1676,,,,,,5.0000
1.1815,,,,,,292.2339,,,,,,5.0000
0.8355,,,,,,903.1868,,,,,,5.0000
0.8104,,,,,,997.0069,,,,,,5.0000
0.8278,,,,,,495.5856,,,,,,5.0000
1.0683,,,,,,551.6981,,,,,,5.0000
0.9729,,,,,,214.1253,,,,,,5.0000
0.9579,,,,,,698.4884,,,,,,5.0000
1.0724,,,,,,1297.3210,,,,,,5.0000
0.7464,,,,,,766.7212,,,,,,5.0000
0.9526,,,,,,665.2698,,,,,,5.0000
0.5596,,,,,,1033.3678,,,,,,5.0000
0.7289,,,,,,344.7552,,,,,,5.0000
0.7243,,,,,,1179.7092,,,,,,5.0000
0.6059,,,,,,872.2127,,,,,,5.0000
0.7137,,,,,,617.2375,,,,,,5.0000
0.5465,,,,,,799.9398,,,,,,5.0000
0.5668,,,,,,346.1019,,,,,,5.0000
0.7535,,,,,,313.7811,,,,,,5.0000
0.5846,,,,,,563.8184,,,,,,5.0000
0.6354,,,,,,1271.7337,,,,,,5.0000
0.5551,,,,,,720.9334,,,,,,5.0000
0.6094,,,,,,436.3308,,,,,,5.0000
1.0559,,,,,,722.2801,,,,,,5.0000
1.7663,,,,,,542.2712,,,,,,5.0000
1.0906,,,,,,571.4497,,,,,,5.0000
0.9278,,,,,,472.2428,,,,,,5.0000
0.9525,,,,,,588.0590,,,,,,5.0000
0.9928,,,,,,673.7989,,,,,,5.0000
1.0136,,,,,,376.6271,,,,,,5.0000
0.9659,,,,,,493.7900,,,,,,5.0000
1.5097,,,,,,416.5792,,,,,,5.0000
1.3316,,,,,,665.2698,,,,,,5.0000
1.1407,,,,,,557.9827,,,,,,5.0000
0.7542,,,,,,355.0799,,,,,,5.0000
1.3868,,,,,,660.3319,,,,,,5.0000
1.0810,,,,,,319.1679,,,,,,5.0000
1.2037,,,,,,450.2467,,,,,,5.0000
1.1414,,,,,,434.0863,,,,,,5.0000
0.9348,,,,,,180.0089,,,,,,5.0000
0.9754,,,,,,417.0281,,,,,,5.0000
1.6180,,,,,,230.7346,,,,,,5.0000
2.7246,,,,,,359.5689,,,,,,5.0000
1.0499,,,,,,469.9983,,,,,,5.0000
1.3730,,,,,,220.4099,,,,,,5.0000
1.6676,,,,,,618.5842,,,,,,5.0000
1.7194,,,,,,323.2080,,,,,,5.0000
1.1067,,,,,,359.5689,,,,,,5.0000
1.5719,,,,,,543.1690,,,,,,5.0000
1.6025,,,,,,433.1885,,,,,,5.0000
