"no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF","no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF",
0.9792,0.4790,1.5159,1.9368,0.4201,3.9279,541.3734,952.1169,901.3912,357.7733,205.5962,530.5998,5.0000
0.6507,0.7219,0.9837,1.9148,1.2514,3.7523,645.0693,209.1874,247.7928,408.4990,667.9632,153.9727,5.0000
0.8067,0.7339,0.7415,1.8050,1.8079,2.5553,290.8872,477.6296,747.4185,311.0877,845.7276,402.6633,5.0000
0.7320,0.5669,1.1617,2.2172,6.8555,3.7422,611.8507,360.9156,1098.4583,299.8652,565.1651,623.0732,5.0000
1.1274,0.4440,0.5888,1.0152,1.9846,1.7638,926.9785,732.1559,469.1005,447.5533,397.7254,351.0398,5.0000
1.0644,0.5712,0.9051,2.0600,1.9081,1.7326,297.1718,1035.6123,412.0902,508.6037,199.7605,1447.2536,5.0000
0.5949,0.6476,1.6709,0.6467,1.8296,2.1101,322.7591,305.7009,576.3876,158.0128,365.4046,834.9540,5.0000
0.6132,0.9230,1.8339,2.6889,1.7134,1.4767,661.2297,686.8170,491.5455,441.2687,430.9440,748.7652,5.0000
0.7251,0.9650,2.3314,1.5704,2.5588,0.4631,1236.2706,628.0111,440.3709,253.1796,229.8368,201.1072,5.0000
0.5438,0.7320,1.5107,1.6743,1.4535,0.4687,170.5820,247.7928,284.6026,392.7875,348.3464,208.2896,5.0000
1.1835,0.5426,1.8055,0.8204,0.4300,2.9595,496.0345,194.8226,710.1598,349.6931,184.4979,497.8301,5.0000
0.8560,0.4728,2.5445,3.2237,0.6346,0.9251,175.9688,173.7243,392.7875,240.6104,245.9972,492.8922,5.0000
0.9563,1.6579,2.4452,1.4294,0.6478,1.4232,786.9217,320.0657,596.5881,217.7165,179.5600,643.2737,5.0000
0.6634,0.9561,0.6462,1.9608,2.6104,1.2402,174.1732,167.4397,410.2946,342.5107,210.0852,596.1392,5.0000
0.6244,0.5678,1.7339,2.9950,1.2432,1.1055,539.5778,225.3478,727.6669,333.9816,346.5508,644.1715,5.0000
0.6137,0.8605,1.0380,0.4969,1.1995,1.1485,266.1977,341.1640,678.2879,188.0891,331.7371,595.2414,5.0000
0.5780,0.9738,1.3797,1.1652,1.4739,1.4748,179.1111,698.4884,353.7332,233.8769,1175.2202,264.8510,5.0000
0.8031,0.5425,0.7250,1.3328,1.5385,2.7051,316.0256,798.5931,1201.2564,312.8833,253.1796,1061.6485,5.0000
1.2709,0.7561,0.6317,0.7492,1.4052,1.6035,592.9969,994.7624,742.4806,188.0891,365.8535,299.8652,5.0000
0.9298,1.5587,0.8821,1.2409,1.1111,1.0380,267.9933,997.4558,787.3706,556.6360,345.6530,259.0153,5.0000
0.9202,0.7251,0.4614,2.2472,0.5626,0.9001,204.6984,944.0367,498.2790,673.3500,278.7669,390.9919,5.0000
0.8859,0.5815,0.5958,1.0062,0.5883,0.7553,534.6399,340.7151,476.2829,206.4940,326.7992,853.8078,5.0000
0.8839,0.5585,0.8564,1.8267,1.4235,1.2941,1093.5204,409.3968,874.4572,532.8443,442.1665,671.1055,5.0000
0.6967,0.4674,0.6605,3.3982,0.5041,0.8735,1238.9640,440.8198,241.9571,435.8819,228.4901,375.2804,5.0000
0.7804,0.5756,0.5347,1.8041,0.7904,1.1314,416.5792,632.5001,316.9234,243.7527,239.2637,344.7552,5.0000
1.2875,0.5327,0.7061,3.0875,0.8236,0.8463,640.5803,1056.2617,1259.1645,395.0320,632.9490,242.8549,5.0000
1.1415,0.6113,0.6221,0.9310,0.3962,0.8453,645.9671,1137.0637,307.9454,551.2492,179.5600,186.7424,5.0000
1.8453,0.4203,1.5712,1.3037,0.7601,1.5513,536.8844,182.2534,501.8702,358.2222,1222.8036,652.2517,5.0000
1.1911,0.4359,0.8693,1.9417,1.1169,1.4030,614.5441,202.9028,689.9593,405.8056,220.4099,690.8571,5.0000
1.0988,0.4679,1.0627,1.5382,2.5113,1.0821,475.3851,645.0693,250.0373,443.9621,347.8975,465.5093,5.0000
1.7784,0.5357,0.8083,1.0432,1.2801,1.2730,516.6839,522.9685,393.2364,785.1261,176.8666,866.8259,5.0000
0.9426,1.4477,1.0343,2.4848,0.9653,1.7485,379.7694,178.2133,304.3542,262.1576,196.6182,311.0877,5.0000
1.1055,1.4633,0.9372,0.8257,1.2344,2.3514,389.1963,389.1963,825.0782,392.3386,498.7279,496.9323,5.0000
1.2853,2.1636,0.9927,1.6159,1.5691,1.1376,1071.9732,325.4525,450.6956,594.3436,461.9181,577.7343,5.0000
1.2778,1.1961,1.0862,3.9135,1.2447,4.8810,309.7410,239.7126,634.2957,702.0796,430.9440,354.1821,5.0000
0.8018,1.6290,1.3234,1.2060,1.8798,1.2944,830.0161,227.5923,272.0334,315.5767,706.5686,611.8507,5.0000
1.0183,0.6927,0.9644,1.1558,0.6962,2.9383,935.0587,487.0565,573.6942,418.8237,986.6822,490.6477,5.0000
0.8660,1.5486,0.9019,1.5762,1.0069,2.5961,447.5533,589.4057,390.5430,525.6619,544.0668,544.9646,5.0000
0.6294,1.4610,1.6442,1.5298,1.4147,0.7424,286.8471,627.5622,506.3592,621.2776,344.7552,171.0309,5.0000
1.2286,0.9241,1.3839,1.8312,0.6589,0.4216,631.1534,477.6296,594.3436,564.2673,1152.3263,230.2857,5.0000
0.6814,0.4728,1.6478,1.1297,0.6614,1.7278,205.5962,206.9429,361.3645,518.4795,1041.8969,268.4422,5.0000
0.6077,0.5102,1.5121,1.5156,0.3716,1.5496,529.2531,269.7889,583.1211,234.7747,274.2779,465.0604,5.0000
1.1076,0.4895,0.8409,1.0247,0.4789,2.0450,214.5742,340.2662,162.5018,618.1353,415.6814,485.7098,5.0000
0.9331,0.3807,1.1788,0.7964,0.5797,2.5461,1015.4118,196.6182,472.6917,735.7471,226.2456,198.8627,5.0000
0.9479,1.3112,2.5390,2.3534,0.4905,2.4080,969.1751,566.9607,320.0657,310.6388,979.4998,1358.8203,5.0000
0.9190,0.9074,1.8505,2.5073,0.8572,1.8209,690.4082,362.7112,194.8226,666.6165,1060.3018,527.0086,5.0000
1.3748,0.6654,1.2418,1.5221,1.4347,3.3630,344.7552,397.2765,508.1548,208.7385,412.5391,237.0192,5.0000
0.7961,0.5322,1.1415,2.7713,0.4618,1.1654,366.3024,226.6945,599.2815,399.9699,236.1214,486.6076,5.0000
0.6740,0.9479,1.8306,2.4364,0.5033,1.3132,685.0214,613.6463,256.3219,356.4266,633.3979,900.9423,5.0000
1.0710,1.0260,1.3333,1.5065,0.5156,2.1645,560.2272,277.8691,1076.9111,474.9362,588.0590,262.1576,5.0000
0.6513,0.8690,0.4076,1.6972,0.4785,1.4328,529.7020,992.0690,444.4110,237.4681,215.9209,570.1030,5.0000
1.0862,1.2949,0.6182,2.2976,0.8846,1.0966,678.2879,527.4575,498.7279,521.6218,471.7939,156.6661,5.0000
1.0130,0.9864,0.5949,3.2319,0.4809,1.0792,533.7421,274.7268,169.2353,214.1253,604.2194,506.8081,5.0000
1.4009,0.8770,1.0960,0.5337,0.5735,2.0243,604.6683,1186.4427,320.9635,161.6040,1184.6471,269.3400,5.0000
1.2196,1.1723,1.0215,1.6704,0.6946,1.2020,505.0125,790.5129,482.1186,561.5739,1300.9122,557.9827,5.0000
0.8095,0.7801,0.9425,1.8311,0.6022,2.3929,605.1172,934.6098,677.3901,366.3024,1270.3870,352.8354,5.0000
0.8672,0.5260,0.6382,2.9670,0.4121,1.4001,177.3155,531.9465,781.0860,432.2907,251.8329,343.4085,5.0000
1.1701,1.3203,0.6634,1.5013,0.6192,3.6944,425.1083,725.4224,289.5405,862.7858,703.4263,391.4408,5.0000
1.2141,0.4655,0.7122,0.8458,0.7360,3.1877,379.3205,307.4965,955.7081,254.5263,1168.9356,312.4344,5.0000
0.9823,0.7508,1.3049,1.2764,0.8651,5.5657,430.0462,207.3918,735.2982,484.8120,1072.8710,897.3511,5.0000
1.0255,1.7113,0.4543,0.6185,0.6785,3.4262,355.0799,313.3322,728.5647,368.5469,1116.4143,715.0977,5.0000
1.1588,1.4364,0.8769,0.8412,0.5141,2.6386,579.0810,804.8777,1235.3728,249.5884,272.4823,229.8368,5.0000
1.1719,1.0972,0.8731,1.3707,0.5389,0.9044,219.9610,1005.0871,991.6201,544.5157,622.1754,316.9234,5.0000
1.0001,1.0475,0.5737,1.2704,0.4963,2.8224,307.4965,493.7900,1007.7805,696.6928,247.7928,204.2495,5.0000
0.7464,1.0346,0.7827,2.5569,0.4410,1.8403,701.1818,610.5040,639.2336,808.0200,197.0671,776.5970,5.0000
0.9536,1.1086,0.5560,1.1386,0.4009,5.7655,655.8429,580.8766,1032.9189,704.3241,175.9688,317.8212,5.0000
0.5222,0.7811,0.7081,1.1690,0.4002,2.1701,221.3077,799.0420,1150.5307,469.1005,168.7864,336.2261,5.0000
0.7314,2.1608,0.5765,0.5817,0.5160,1.4221,269.7889,245.0994,204.6984,357.7733,333.5327,295.3762,5.0000
1.1783,1.0767,0.8480,0.6465,0.4571,1.7491,218.6143,689.0615,1283.4051,508.6037,177.3155,549.0047,5.0000
0.8938,0.7125,0.7203,0.8921,0.4903,1.8947,227.1434,236.5703,1218.7635,154.8705,292.2339,239.7126,5.0000
0.5957,0.5730,0.8029,0.8718,0.5130,4.0736,150.3815,635.6424,1015.4118,781.5349,175.0710,189.8847,5.0000
0.5146,0.8865,0.5114,1.1377,0.4135,3.5201,380.2183,846.1765,917.5516,673.3500,903.6357,574.1431,5.0000
0.5184,0.7654,0.5606,0.8445,0.4931,1.3827,165.1952,572.3475,434.0863,781.9838,844.3809,490.1988,5.0000
1.0229,1.0232,0.5877,1.1495,0.5743,1.7406,394.1342,590.7524,219.9610,939.0988,232.0813,592.0991,5.0000
0.7856,0.5634,0.5434,0.6505,0.5563,1.9832,895.5555,406.2545,228.0412,239.2637,282.3581,473.5895,5.0000
0.6627,1.5001,0.5537,0.6381,0.5928,1.3545,234.7747,641.9270,164.7463,209.6363,971.8685,420.6193,5.0000
0.5271,1.6170,0.9669,1.1625,0.9730,1.7708,164.7463,631.1534,255.4241,758.1921,587.6101,252.2818,5.0000
0.7867,1.7602,0.6417,2.4460,1.2770,0.8377,657.6385,706.1197,855.6034,394.5831,570.5519,188.9869,5.0000
1.1458,1.0228,2.9197,1.3228,1.4767,1.0204,344.7552,230.2857,737.9916,565.1651,661.2297,645.5182,5.0000
0.7825,0.7879,0.9943,2.1089,0.5157,2.3745,807.5711,606.4639,670.2077,669.3099,557.5338,748.3163,5.0000
0.9707,0.6971,0.9030,0.6125,0.4782,0.7299,1416.7284,160.2573,661.6786,389.1963,205.1473,674.6967,5.0000
0.6689,1.6107,2.5114,1.4817,0.5487,3.7152,502.3191,624.4199,150.3815,157.5639,244.6505,754.6009,5.0000
0.4707,0.9405,1.0584,0.6014,1.0326,1.3157,165.1952,676.0434,354.6310,201.1072,936.4054,421.0682,5.0000
0.6621,0.7000,0.6125,0.6854,0.5589,1.2580,171.9287,245.0994,974.1130,615.8908,1129.4324,254.9752,5.0000
0.6148,0.5298,0.9547,2.3075,0.4181,1.2951,303.4564,182.7023,442.6154,152.1771,255.8730,377.9738,5.0000
0.6650,0.6399,0.8019,1.3580,0.4096,0.6470,166.5419,239.2637,1170.7312,711.5065,286.8471,227.5923,5.0000
0.8229,0.6106,0.8536,1.5477,0.5085,0.7705,410.7435,802.1843,1143.7972,576.8365,545.4135,208.7385,5.0000
0.4943,1.3532,0.4564,0.6362,0.4619,1.2864,611.8507,565.1651,451.1445,191.6803,252.2818,834.5051,5.0000
0.4208,1.0812,0.6645,0.6428,0.9702,1.1721,167.8886,771.2102,340.2662,362.7112,1206.1943,300.3141,5.0000
0.4285,1.9149,0.6628,0.6196,0.7915,1.8148,491.0966,439.4731,394.1342,555.2893,450.2467,415.6814,5.0000
0.4124,1.0607,0.8942,0.7154,0.9032,1.3592,333.0838,583.5700,995.6602,580.8766,1025.2876,581.7744,5.0000
1.3977,0.9947,0.5600,0.5965,0.6767,2.3718,855.1545,277.8691,387.4007,178.6622,1014.5140,177.3155,5.0000
0.6092,1.7825,0.4736,1.0587,0.5375,2.0138,381.1161,759.0899,165.1952,635.1935,200.6583,1191.3806,5.0000
0.5426,1.1468,0.3727,1.0130,0.5716,2.9867,481.2208,653.1495,169.2353,756.8454,303.0075,325.9014,5.0000
0.6688,1.3536,0.4462,1.7001,1.2099,1.6429,708.3642,662.1275,428.2506,636.9891,435.8819,708.8131,5.0000
0.4722,2.3254,0.3787,1.0872,0.6592,2.0549,241.9571,219.9610,150.8304,669.7588,414.7836,241.5082,5.0000
0.5759,1.4753,0.5398,1.9529,0.6362,1.0398,324.1058,670.6566,175.9688,425.5572,158.0128,770.3124,5.0000
0.4980,1.4029,0.4773,1.5125,1.2635,1.0978,399.9699,640.5803,1422.1152,194.8226,533.7421,933.2631,5.0000
0.4330,1.5080,0.7666,2.0265,1.7732,0.8697,313.7811,353.7332,613.6463,443.0643,592.9969,174.1732,5.0000
1.3931,1.4312,0.8840,1.0922,1.1924,0.8780,353.2843,348.3464,294.9273,679.1857,544.5157,590.7524,5.0000
0.8909,0.6211,0.4014,2.8291,0.4899,3.3359,364.9557,527.4575,206.4940,301.6608,297.1718,1447.7025,5.0000
1.2051,0.7111,0.3810,1.9015,0.5728,1.5025,471.7939,461.9181,158.0128,631.1534,1080.5023,1045.0392,5.0000
0.9177,1.4533,0.3938,1.1507,0.8299,1.0858,242.8549,546.3113,211.4319,478.0785,576.8365,358.2222,5.0000
0.8656,1.8414,0.4586,2.1539,0.4787,2.3005,167.8886,522.9685,155.7683,301.6608,1023.4920,558.8805,5.0000
1.5347,1.4094,0.5478,1.0505,0.4055,1.9020,235.6725,279.6647,534.6399,163.8485,247.7928,517.5817,5.0000
0.9716,0.9013,1.2371,3.4876,1.3335,2.7868,280.1136,337.1239,825.5271,529.7020,672.9011,307.0476,5.0000
1.3442,1.4206,1.2872,2.5430,0.5694,0.9128,358.6711,742.4806,822.8337,280.1136,893.7599,212.7786,5.0000
1.3378,0.7311,1.5253,0.4895,0.7084,0.8174,191.2314,513.5416,549.9025,320.9635,414.3347,382.4628,5.0000
1.8132,1.3194,1.2314,0.5476,0.8284,2.4987,247.3439,172.8265,271.1356,530.1509,457.8780,188.0891,5.0000
1.7713,0.7249,1.5731,0.5346,0.5268,1.2879,202.0050,1409.0971,654.9451,427.3528,153.0749,528.3553,5.0000
1.1536,1.0149,0.4926,0.4523,0.9166,1.3472,221.7566,786.0239,224.4500,209.1874,515.3372,840.3408,5.0000
1.3352,1.4997,0.5568,0.4413,0.7985,0.7900,430.9440,541.8223,1076.4622,756.3965,160.2573,276.5224,5.0000
0.7506,0.9582,0.6023,0.5173,2.6680,2.0158,273.8290,921.1428,1415.8306,250.0373,1429.7465,279.6647,5.0000
1.7726,1.3567,0.5148,1.1682,0.8949,1.3657,444.4110,467.7538,232.5302,346.1019,323.2080,496.9323,5.0000
1.4684,1.5103,0.4506,0.5136,2.6878,1.5882,872.6616,509.0526,178.6622,373.4848,311.9855,478.5274,5.0000
1.0601,0.5356,0.6684,0.5889,1.6110,1.3762,351.4887,344.3063,496.9323,366.3024,364.9557,733.5026,5.0000
1.3501,1.3024,0.7602,0.7609,1.0140,1.8511,325.4525,364.0579,1041.8969,755.0498,171.4798,256.7708,5.0000
1.0885,0.9595,0.4237,1.0564,0.9490,1.2034,221.7566,657.6385,224.4500,662.5764,527.9064,643.7226,5.0000
1.4288,0.9089,0.3367,0.6501,1.6340,0.7798,264.4021,831.8117,205.5962,232.9791,1120.9033,309.2921,5.0000
1.9615,0.7088,0.5554,0.8777,1.3315,1.9048,322.3102,247.3439,1328.2951,665.7187,550.8003,188.5380,5.0000
1.6769,1.2392,0.7280,1.1469,0.7577,0.7495,348.3464,747.8674,959.2993,642.8248,421.0682,1027.9810,5.0000
1.4644,0.9195,0.5039,1.3869,1.0024,0.9157,545.4135,558.4316,179.5600,573.6942,1460.2717,472.6917,5.0000
0.8744,1.0216,0.7047,0.8981,1.5881,1.0749,599.2815,451.1445,462.8159,627.1133,759.5388,936.4054,5.0000
0.6094,1.4057,0.3838,2.4837,0.5823,0.5262,399.9699,330.3904,163.3996,713.7510,277.8691,410.7435,5.0000
0.6419,1.3026,0.4432,1.0098,0.5734,0.9313,259.9131,526.5597,856.5012,696.2439,500.5235,867.7237,5.0000
0.6151,1.0061,0.4988,3.0524,0.4512,0.6806,838.0963,687.7148,373.4848,1019.9008,169.6842,756.3965,5.0000
0.6208,1.0481,0.8931,1.6097,1.3529,0.6549,948.0768,783.7794,1176.1180,267.0955,1038.3057,1077.3600,5.0000
1.0983,1.1422,0.6013,2.8009,1.1748,1.0784,598.3837,688.6126,320.0657,349.6931,738.4405,973.2152,5.0000
0.9030,1.1105,1.4506,1.8340,2.2329,0.7846,511.2971,516.6839,481.2208,960.6460,982.1932,1256.0222,5.0000
1.8549,1.1081,0.3760,3.2167,1.2042,1.6866,153.0749,198.4138,311.9855,204.6984,193.4759,1186.4427,5.0000
1.7176,1.8766,0.5885,2.2401,0.4787,1.4310,452.4912,229.8368,260.8109,557.9827,1443.6624,460.5714,5.0000
1.8148,1.1508,0.6195,1.7582,0.4496,0.7074,197.5160,228.9390,581.7744,478.0785,170.5820,687.2659,5.0000
2.1032,1.5327,0.4348,1.9105,0.4775,0.7204,227.5923,342.9596,217.7165,267.9933,162.5018,1071.9732,5.0000
1.2274,1.8860,0.5112,1.2517,0.4876,0.7132,448.9000,426.0061,267.0955,577.7343,304.3542,444.4110,5.0000
1.0751,0.8712,0.4247,1.2119,0.3793,1.1447,762.2322,168.3375,184.9468,609.6062,740.2361,445.3088,5.0000
0.9404,0.5063,0.4334,1.3368,0.5278,0.5338,494.6878,268.4422,174.6221,185.3957,1229.0882,226.2456,5.0000
1.1641,0.7413,0.6385,1.4126,1.5038,0.6149,486.1587,262.1576,1136.1659,308.8432,486.6076,329.0437,5.0000
1.7415,0.7384,0.3590,1.1039,1.2962,0.8972,428.6995,429.5973,284.1537,924.7340,639.6825,236.1214,5.0000
1.2367,2.4360,0.6868,0.4382,1.3364,4.2053,161.1551,415.6814,541.8223,911.7159,491.0966,878.4973,5.0000
1.0810,2.8293,0.6070,1.3238,0.7289,3.2791,160.2573,423.3127,1027.0832,617.6864,298.0696,302.1097,5.0000
1.6762,1.0911,1.8821,3.9580,0.8056,4.8806,379.3205,492.8922,668.8610,871.7638,162.0529,552.1470,5.0000
1.3690,1.3310,1.2666,0.5847,1.5029,2.6974,240.1615,398.6232,364.0579,321.8613,626.2155,404.0100,5.0000
1.5684,1.9657,0.8081,0.4489,1.3682,1.4575,470.8961,479.4252,453.3890,275.1757,268.8911,243.7527,5.0000
1.7366,1.0987,0.5349,0.6387,0.5280,0.6844,1190.0339,852.9100,474.4873,1001.9448,156.6661,171.9287,5.0000
2.6421,1.2609,0.5258,0.7148,1.0937,0.7673,185.3957,445.7577,408.9479,154.8705,570.5519,468.2027,5.0000
1.2292,0.9375,0.5505,0.7472,1.3142,0.8380,494.2389,457.8780,156.2172,221.3077,540.0267,236.5703,5.0000
1.6009,1.2947,1.6809,1.6672,1.0835,1.3774,493.7900,469.5494,394.5831,623.5221,691.3060,576.3876,5.0000
2.5666,0.6985,0.7815,0.6798,1.0720,2.2742,392.3386,1386.2032,288.1938,237.0192,550.3514,180.4578,5.0000
2.4154,1.1150,0.7618,0.9575,0.8814,1.1264,390.9919,786.4728,1255.1244,320.0657,963.3394,787.8195,5.0000
2.0307,1.3372,0.3901,0.8214,1.0287,2.2326,174.6221,400.8677,267.9933,508.6037,974.5619,351.9376,5.0000
1.5411,1.1432,0.4149,1.1386,0.8740,0.8830,269.3400,487.0565,771.6591,951.6680,1394.2834,943.5878,5.0000
1.5142,0.9471,0.5910,0.4406,0.7276,0.7706,398.1743,396.8276,756.8454,360.0178,1160.8554,1026.1854,5.0000
2.4827,1.9697,1.8808,0.6517,1.2235,1.7314,329.4926,594.7925,192.1292,908.1247,873.5594,386.9518,5.0000
1.5733,1.3438,0.4149,0.6780,1.0810,0.4606,377.9738,278.3180,189.8847,441.7176,910.8181,535.9866,5.0000
0.6646,1.3752,0.4678,0.9873,1.7421,0.5544,209.6363,261.7087,321.4124,863.6836,756.8454,853.8078,5.0000
1.3225,1.5917,0.6833,1.0993,1.0969,0.4774,180.0089,586.2634,182.7023,633.3979,1406.4037,343.4085,5.0000
0.8579,1.3685,0.8506,0.9503,0.4724,0.7884,167.8886,496.0345,570.5519,696.6928,166.5419,1002.3937,5.0000
1.4046,0.9384,0.6956,0.9377,0.8740,1.3850,325.0036,250.4862,299.4163,469.1005,388.2985,805.3266,5.0000
2.4691,1.3001,0.9059,2.0470,0.5482,1.5613,494.6878,434.9841,1449.4981,240.1615,751.4586,311.0877,5.0000
0.8433,1.8456,1.2077,2.2009,0.7261,1.5523,619.9309,531.4976,556.1871,172.3776,325.9014,830.9139,5.0000
0.3920,1.2667,0.7053,1.0075,3.0363,1.6746,203.8006,465.5093,175.0710,155.3194,766.2723,873.5594,5.0000
0.6602,1.7606,0.5925,1.2174,2.0698,1.4289,787.3706,581.7744,1161.7532,513.9905,268.4422,655.8429,5.0000
0.4587,1.1109,0.7060,1.5108,3.2343,1.2698,677.8390,624.8688,838.5452,246.8950,195.7204,768.5168,5.0000
0.4826,2.1773,0.6639,2.1858,2.5597,1.4459,821.0381,332.6349,495.5856,391.8897,216.8187,654.4962,5.0000
1.1887,1.2834,0.7699,1.7370,1.5766,3.2805,185.8446,770.3124,912.6137,682.3280,192.1292,627.5622,5.0000
1.1792,0.5163,0.9406,2.8079,1.1439,4.7325,435.8819,341.6129,502.3191,667.5143,518.0306,771.2102,5.0000
1.1883,3.0366,0.7683,0.4895,2.2546,1.4431,267.5444,234.7747,911.2670,157.1150,193.9248,417.9259,5.0000
0.6224,3.3358,0.4223,0.9528,1.3162,1.1948,153.9727,695.3461,1174.3224,535.0888,514.8883,700.2840,5.0000
0.8107,0.7425,0.8876,1.0705,2.0439,1.5124,412.9880,291.3361,1240.3107,817.4469,171.0309,559.3294,5.0000
2.9498,2.0038,0.5241,0.7561,1.2717,2.0454,286.3982,675.1456,543.6179,936.4054,252.2818,691.3060,5.0000
2.3148,1.6286,1.0982,0.5022,1.0138,1.6399,303.4564,386.9518,623.9710,554.3915,596.5881,680.5324,5.0000
1.4874,3.1630,0.8765,0.3604,1.2658,1.3639,273.8290,425.1083,1147.3884,229.3879,803.0821,543.6179,5.0000
8.1658,0.9553,0.5062,,2.3849,1.2039,232.9791,219.5121,906.3291,,688.6126,730.8092,5.0000
1.3826,0.6216,0.5971,,1.2177,0.8892,339.3684,190.3336,301.6608,,541.3734,878.0484,5.0000
1.6944,1.5304,0.7083,,0.4042,1.8866,349.2442,619.4820,342.0618,,526.1108,1124.9434,5.0000
1.4162,2.6502,0.5933,,0.3449,1.4839,310.6388,295.8251,1013.6162,,185.8446,811.6112,5.0000
1.4429,0.8390,0.4622,,1.2489,1.3626,454.2868,497.8301,175.9688,,390.0941,305.7009,5.0000
0.8521,0.7213,0.4291,,0.6557,0.6980,188.0891,419.7215,640.5803,,538.2311,687.7148,5.0000
1.0906,1.2059,1.1169,,1.8929,2.8633,989.3756,573.2453,1056.7106,,424.2105,1007.3316,5.0000
0.8505,0.8916,0.5944,,0.7831,0.3888,278.7669,263.0554,962.4416,,1486.3079,184.4979,5.0000
1.0548,0.5509,1.2014,,2.4191,0.3366,225.7967,158.4617,1171.1801,,559.3294,152.1771,5.0000
0.8039,2.0351,0.7001,,1.0237,0.3395,568.3074,475.8340,925.1829,,860.5413,341.6129,5.0000
0.7069,1.7414,0.5844,,1.0740,0.7112,195.2715,430.4951,544.5157,,838.5452,1163.5488,5.0000
1.0592,1.7207,0.5495,,0.9319,0.8467,335.7772,550.8003,869.0704,,584.4678,924.2851,5.0000
1.0125,1.6444,1.4485,,2.4548,0.6979,218.6143,1368.6961,1451.7426,,834.5051,876.2528,5.0000
2.1097,2.1552,0.7589,,1.0644,0.7804,345.6530,430.0462,607.3617,,693.5505,823.2826,5.0000
1.1518,0.8623,0.7485,,1.2656,2.3815,604.6683,224.0011,314.2300,,890.6176,942.2411,5.0000
1.3103,1.3550,1.0589,,1.6625,1.6828,891.0665,839.4430,688.1637,,971.8685,1314.8281,5.0000
1.9267,1.2599,0.9138,,1.0136,0.7698,410.7435,606.9128,934.1609,,954.8103,941.3433,5.0000
0.9915,0.9509,0.9671,,0.5766,1.3461,283.2559,252.2818,635.1935,,420.1704,1154.5708,5.0000
1.7391,1.5417,1.2370,,0.6174,0.7950,528.8042,207.8407,276.5224,,933.2631,397.7254,5.0000
0.9769,0.7263,0.7980,,1.2857,0.8375,233.4280,237.4681,192.1292,,666.1676,679.1857,5.0000
1.5388,0.8682,0.4331,,1.0012,1.9051,404.4589,755.4987,181.8045,,351.4887,241.9571,5.0000
1.3306,2.0068,0.9149,,1.2970,2.1953,222.2055,581.3255,370.7914,,284.6026,253.1796,5.0000
2.5220,1.3283,0.8569,,3.0115,0.7441,641.4781,416.5792,517.5817,,419.2726,658.0874,5.0000
3.6671,2.2253,0.5397,,2.8146,0.7243,303.9053,537.7822,1119.1077,,195.2715,350.5909,5.0000
1.2173,1.2223,0.6657,,0.6126,1.1966,209.1874,231.1835,439.4731,,575.4898,212.3297,5.0000
1.9841,0.6444,0.5187,,0.8186,0.5082,575.4898,158.0128,1250.6354,,666.1676,313.7811,5.0000
1.1320,1.2241,0.7201,,0.6179,0.6815,224.8989,525.2130,651.3539,,642.8248,909.4714,5.0000
1.3225,1.7652,0.5831,,0.9788,0.6260,419.2726,492.4433,934.6098,,988.0289,202.4539,5.0000
0.6516,1.2413,0.8108,,0.8646,1.0419,156.2172,1423.9108,1090.8270,,735.2982,1124.9434,5.0000
0.9581,1.3565,1.1545,,1.8490,1.8413,749.6630,542.7201,567.8585,,754.1520,729.0136,5.0000
0.9501,1.4031,0.4344,,0.5738,1.4682,1062.0974,421.9660,1474.6365,,244.6505,563.8184,5.0000
1.2571,1.9514,0.4566,,0.9846,1.1884,1193.1762,373.0359,772.1080,,459.2247,858.2968,5.0000
0.9145,1.5775,0.4472,,0.9505,1.2870,1164.4466,371.2403,793.2063,,392.3386,1068.3820,5.0000
1.3080,1.7347,0.7784,,0.9051,1.4676,715.5466,276.0735,1289.2408,,449.3489,374.3826,5.0000
0.3908,1.2618,0.7313,,0.6531,1.3950,172.8265,282.8070,713.3021,,219.0632,633.8468,5.0000
0.4575,1.9514,0.7819,,0.7545,1.5752,157.1150,343.4085,1366.9005,,505.0125,221.3077,5.0000
0.3805,0.8251,0.5020,,2.6458,2.0409,336.2261,179.5600,921.5917,,1092.6226,723.6268,5.0000
0.5444,1.0072,0.5781,,0.9420,0.6987,618.1353,460.1225,232.5302,,758.1921,647.7627,5.0000
0.4372,1.4386,0.9708,,0.7617,1.2100,166.5419,505.4614,563.8184,,693.1016,650.4561,5.0000
0.5279,2.7240,1.1315,,0.7797,1.1982,164.2974,463.7137,680.9813,,184.0490,490.1988,5.0000
0.6534,2.6384,0.8578,,0.9965,1.7947,317.8212,193.4759,606.9128,,807.5711,633.3979,5.0000
0.4859,1.1634,0.8697,,0.7336,1.1878,215.0231,379.7694,714.1999,,152.1771,459.2247,5.0000
0.6730,2.2652,0.8630,,1.2368,0.9966,441.7176,560.2272,157.1150,,288.1938,820.5892,5.0000
0.6713,1.1447,1.2420,,0.5307,1.4169,584.4678,250.9351,876.2528,,1328.2951,425.1083,5.0000
1.9788,1.2914,1.0162,,0.4238,0.8980,174.1732,432.7396,305.2520,,161.1551,840.7897,5.0000
0.9429,2.0527,0.7703,,1.5274,2.4461,272.0334,229.3879,261.2598,,422.4149,970.9707,5.0000
